지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y),문화체육업종명
서울특별시 강서구 화곡동 340-104 2층,"서울특별시 강서구 곰달래로25길 75, 2층 (화곡동)",ML GYM,186483.311149305    ,447978.266048347    ,체력단련장업
"서울특별시 강서구 마곡동 774 에스에이치빌딩 B101,B102호","서울특별시 강서구 공항대로 205, B101,B102호 (마곡동, 에스에이치빌딩)",아이언 바디,184947.625497503    ,450846.273424687    ,체력단련장업
"서울특별시 강서구 화곡동 836-1 2층, 3층 일부호","서울특별시 강서구 곰달래로49길 17, 2층,3층일부호 (화곡동)",유엠 짐,187344.109812476    ,447816.998701898    ,체력단련장업
서울특별시 강서구 마곡동 757-5 안강프라이빗타워 310~311호,"서울특별시 강서구 마곡중앙로 165, 310~311호 (마곡동, 안강프라이빗타워)",라이트핏,184708.91631646     ,451822.756997863    ,체력단련장업
"서울특별시 강서구 마곡동 768-2 동익드미라벨복합빌딩 801,836호","서울특별시 강서구 마곡서로 101, 801,836호 (마곡동, 동익드미라벨복합빌딩)",이재규 스포츠 재활,184345.724012817    ,451171.287709396    ,체력단련장업
서울특별시 강서구 마곡동 760 마곡나루역보타닉푸르지오시티 215~217호,"서울특별시 강서구 마곡중앙5로 6, 215~217호 (마곡동, 마곡나루역보타닉푸르지오시티)",리썸바디 필라니스,184646.580818167    ,451684.726858384    ,체력단련장업
"서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 403,409,502,503,509,510","서울특별시 강서구 마곡중앙6로 45, 4,5층 403,409,502,503,509,510호 (마곡동)",휘트니스 팜 마곡센터,185127.285385035    ,450939.221091497    ,체력단련장업
서울특별시 강서구 방화동 621-14 2층,"서울특별시 강서구 방화동로 1, 2층 (방화동)",레몬트리짐,182959.976679854    ,451108.842950439    ,체력단련장업
서울특별시 강서구 마곡동 359-11 2층,"서울특별시 강서구 양천로30길 123-5, 2층 (마곡동)",GGpark,184318.136608012    ,451742.122734873    ,체력단련장업
"서울특별시 강서구 마곡동 794-1 우성에스비타워 705,706호","서울특별시 강서구 강서로 385, 우성에스비타워 705,706호 (마곡동)",피트니스 2.0,185642.667278438    ,450883.006755308    ,체력단련장업
서울특별시 구로구 고척동 76-160 골든타워빌딩 4층,"서울특별시 구로구 경인로 397, 골든타워빌딩 4층 (고척동)",프리덤짐,187888.272226034    ,443955.614464686    ,체력단련장업
"서울특별시 구로구 천왕동 279-3 골드프라자 701, 702호","서울특별시 구로구 천왕로 106, 골드프라자 701,702호 (오류동)",HJS헬스스튜디오,185651.200187402    ,442660.967785404    ,체력단련장업
서울특별시 구로구 고척동 76-38 원메디타운,"서울특별시 구로구 경인로 403, 원메디타운 A동 401,402호 (고척동)",원메디짐,187923.27573024     ,443993.670252899    ,체력단련장업
서울특별시 구로구 천왕동 279-3 골드프라자,"서울특별시 구로구 천왕로 106, 골드프라자 603층 (천왕동)",에이치 제이에스 퍼스널 트레이닝(HJS PT),185651.200187402    ,442660.967785404    ,체력단련장업
서울특별시 구로구 개봉동 153-123 201호,"서울특별시 구로구 경서로 11, 201호 (개봉동)",머슬96 짐(Muscle96 Gym) 개봉점,187240.73413834     ,444048.854012117    ,체력단련장업
서울특별시 구로구 개봉동 202-17 진영빌딩 5층,"서울특별시 구로구 남부순환로97길 12, 진영빌딩 5층 (개봉동)",팀엑스핏 개봉,187434.769427132    ,443559.941447823    ,체력단련장업
서울특별시 구로구 신도림동 337 신도림1차푸르지오,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 (신도림동)",피티시모,190005.132500398    ,445250.538868558    ,체력단련장업
"서울특별시 구로구 천왕동 277-9 천왕센타프라자 407,408호","서울특별시 구로구 천왕로 36, 천왕센타프라자 407, 408호 (천왕동)",남스짐 천왕점,185713.902047377    ,442103.411241111    ,체력단련장업
서울특별시 구로구 개봉동 156-5 대림프라자,"서울특별시 구로구 경인로 319, 대림프라자 (개봉동)",체육시설신규신고(비스트짐),187165.943935519    ,443936.217551483    ,체력단련장업
"서울특별시 구로구 신도림동 337 신도림1차푸르지오 5동 501b,호","서울특별시 구로구 경인로 661, 신도림1차푸르지오 5층 501b, 501d호 (신도림동)",주식회사 어반필드,190005.132500398    ,445250.538868558    ,체력단련장업
서울특별시 구로구 항동 125-1 아이온타워2,"서울특별시 구로구 서해안로 2108, 아이온타워2 5층 501,502,503,504호 (항동)",혁피트니스,184375.355908658    ,442063.01254717     ,체력단련장업
서울특별시 구로구 구로동 1124-38,"서울특별시 구로구 디지털로32나길 22, 지하1층 (구로동)",우리 크로스핏 구디,191149.48458432     ,442429.228525824    ,체력단련장업
서울특별시 은평구 진관동 100-2 은평뉴타운 신한 헤센스마트,"서울특별시 은평구 통일로 1020, 은평뉴타운 신한 헤센스마트 (진관동)",오운짐 PT스튜디오,                    ,                    ,체력단련장업
서울특별시 은평구 녹번동 35-75 녹번동오피스텔,"서울특별시 은평구 통일로 633, 1층 (녹번동, 녹번동오피스텔)",오늘피트니스,194160.426069634    ,455653.229291073    ,체력단련장업
서울특별시 은평구 갈현동 395-5 서연빌딩,"서울특별시 은평구 통일로 869, 서연빌딩 4층 (갈현동)",온앤온 피트니스 연신내점 헬스&PT,192852.904016036    ,457562.887057163    ,체력단련장업
서울특별시 은평구 신사동 8-18,"서울특별시 은평구 갈현로 14, 2,3층 (신사동)",바디채널 은평신사,192031.10688002     ,455198.692747984    ,체력단련장업
서울특별시 은평구 역촌동 22-1 보광빌딩,"서울특별시 은평구 연서로 74, 보광빌딩 5층 (역촌동)",PLEXON TRAINING,192491.890784894    ,455935.859407801    ,체력단련장업
서울특별시 은평구 응암동 110-9 메트로럭스주상복합APT 202호,"서울특별시 은평구 은평로 108, 202호 (응암동, 메트로럭스주상복합APT)",재미짐 여성전용 헬스 PT 응암점,192874.914883743    ,455280.772090857    ,체력단련장업
서울특별시 은평구 녹번동 260,"서울특별시 은평구 은평로 233, 4층 (녹번동)",퍼센트짐,194066.905473866    ,455434.870006066    ,체력단련장업
서울특별시 은평구 불광동 272-51 한화빌딩,"서울특별시 은평구 통일로 742, 한화빌딩 B1층 (불광동)",헬스보이짐 필라걸 불광점,193674.822523911    ,456608.161655167    ,체력단련장업
서울특별시 은평구 응암동 110-13 한성빌딩,"서울특별시 은평구 은평로6길 5, 한성빌딩 5층 (응암동)",색다른짐,192790.726349579    ,455224.583429741    ,체력단련장업
서울특별시 은평구 녹번동 183-2 거장메카 301호,"서울특별시 은평구 서오릉로2길 12, 3층 301호 (녹번동, 거장메카)",피티스테이션 은평구청점,193564.406378444    ,455538.084324528    ,체력단련장업
서울특별시 은평구 갈현동 463-18,"서울특별시 은평구 연서로21길 3, B1층 (갈현동)",짐라이트 구산/연신내점,192624.659056281    ,456885.882471005    ,체력단련장업
서울특별시 은평구 역촌동 62-3 무궁화빌딩 201호,"서울특별시 은평구 역말로 40, 무궁화빌딩 2층 201호 (역촌동)",헬스고 여성전용,192399.639983292    ,455923.909732002    ,체력단련장업
서울특별시 은평구 갈현동 395-7,"서울특별시 은평구 통일로 863, 6,7층 (갈현동)",휘트니스피플 우먼 연신내역점,192868.600973071    ,457522.57527646     ,체력단련장업
서울특별시 은평구 구산동 1-24 상원빌딩,"서울특별시 은평구 서오릉로 145, 상원빌딩 B1층 (구산동)",빅브로짐 휘트니스 구산점,192563.874496397    ,456570.084566278    ,체력단련장업
서울특별시 은평구 역촌동 28-7,"서울특별시 은평구 진흥로 77, 2,3층 (역촌동)",주식회사 업짐,192976.680801295    ,455741.040127689    ,체력단련장업
서울특별시 은평구 대조동 26-17,"서울특별시 은평구 진흥로13길 2, 3층 (대조동)",짐부티킹,193411.459972412    ,456303.255885892    ,체력단련장업
서울특별시 은평구 갈현동 460-8 보성빌,"서울특별시 은평구 연서로 209, 보성빌 6층 (갈현동)",주식회사 비엔아이컴퍼니(BNI COMPANY CO.LTD),192761.348927256    ,457225.218523112    ,체력단련장업
서울특별시 마포구 성산동 112-3 대신마포빌딩,"서울특별시 마포구 월드컵북로16길 11, 대신마포빌딩 3층 (성산동)",바디앤짐성산점,192412.283805707    ,451198.479860139    ,체력단련장업
서울특별시 마포구 상암동 1653 DMC이안오피스텔,"서울특별시 마포구 월드컵북로 361, DMC이안상암2단지 3층 303호 (상암동)",이안피티,190335.496775957    ,452758.642764785    ,체력단련장업
서울특별시 마포구 성산동 592-5 상암우남퍼스트빌스타,"서울특별시 마포구 모래내로 5, 상암우남퍼스트빌스타 2층 201-1일부호, 201-2호 (성산동)",제이짐,191424.616000053    ,451338.396986313    ,체력단련장업
서울특별시 마포구 연남동 566-3,"서울특별시 마포구 연남로3길 29, 2층 (연남동)",스튜디오함께갈반(BAN),192960.269411078    ,450942.26759946     ,체력단련장업
서울특별시 마포구 서교동 481-6,"서울특별시 마포구 동교로12안길 29, 2층 (서교동)",짐어웨이크,192324.49051251     ,450219.826953915    ,체력단련장업
서울특별시 마포구 서교동 378-8,"서울특별시 마포구 양화로 85, 지하2층 우측호 (서교동)",F45합정,192594.120655823    ,450010.484802892    ,체력단련장업
서울특별시 마포구 서교동 375-5,"서울특별시 마포구 월드컵북로1길 50, 지하1층 일부호 (서교동)",메루치양식장,192754.156134581    ,450209.331334177    ,체력단련장업
서울특별시 마포구 현석동 10-1,"서울특별시 마포구 신수로 30, 3층 (현석동)",어반짐,194130.368382854    ,449109.240250488    ,체력단련장업
서울특별시 마포구 신수동 91-567 원인터빌딩,"서울특별시 마포구 광성로 36, 3층 (신수동)",운동케어센터,194356.467431739    ,449715.613595656    ,체력단련장업
서울특별시 마포구 노고산동 56-74,"서울특별시 마포구 서강로 121, 비103,비104,비105,비106비107호 (노고산동, 맹그로브 신촌)",F45신촌(사운드엑스),194093.05893977     ,450190.549493376    ,체력단련장업
서울특별시 마포구 망원동 418-1,"서울특별시 마포구 망원로 24, 2층 (망원동)",어라운드짐,191061.402140532    ,450429.024327899    ,체력단련장업
서울특별시 마포구 도화동 4-112,"서울특별시 마포구 새창로 30, 3층 (도화동)",밸런스랩 근골격 운동센터,195785.42866399     ,448819.704786919    ,체력단련장업
서울특별시 마포구 망원동 517 마포영화블렌하임,"서울특별시 마포구 월드컵로25길 26, 101동 2-001호 (망원동, 마포영화블렌하임)",바디앤짐 망원점,191651.529315787    ,450694.803472189    ,체력단련장업
서울특별시 마포구 성산동 593-6,"서울특별시 마포구 모래내로1길 8, B201호 (성산동)",크로스핏 파밀리아,191463.015307243    ,451388.141256633    ,체력단련장업
서울특별시 마포구 망원동 375-8 두드림빌딩,"서울특별시 마포구 월드컵로13길 34, 두드림빌딩 5층 (망원동)",(주)뉴홉,191823.76210393     ,450380.787174401    ,체력단련장업
서울특별시 마포구 망원동 378-3,"서울특별시 마포구 월드컵로 73, 지하1층 (망원동)",어라운드짐 망원역점,192005.642565774    ,450350.487300161    ,체력단련장업
서울특별시 마포구 합정동 412-2,"서울특별시 마포구 양화로6길 60, 3층 (합정동)",LIFE TIME PT (라이프타임피티),192630.073045512    ,449591.837307121    ,체력단련장업
서울특별시 마포구 성산동 228-1,"서울특별시 마포구 성미산로 78, 4층 (성산동)",PLAYFIT,192567.210922042    ,450896.344372486    ,체력단련장업
서울특별시 마포구 아현동 604-2 샵,"서울특별시 마포구 마포대로 214, 샵 지1층 B01,B02,B03호 (아현동)",뉴짐스 애오개역점,196147.981522304    ,450066.997219475    ,체력단련장업
서울특별시 마포구 상수동 309-5,"서울특별시 마포구 독막로 91, 4층 (상수동)",윰 신체발전소,193177.305308964    ,449521.559530828    ,체력단련장업
"서울특별시 강서구 마곡동 800-1 문영 퀸즈파크11차 317,318호","서울특별시 강서구 공항대로 212, 문영 퀸즈파크11차 317,318호 (마곡동)",쉐어짐,184998.704481057    ,450740.541211248    ,체력단련장업
서울특별시 강서구 마곡동 757-2 마곡나루역프라이빗타워Ⅱ B105호,"서울특별시 강서구 마곡중앙로 171, 마곡나루역프라이빗타워Ⅱ B105호 (마곡동)",리폼드 크로스핏,184715.45178233     ,451876.480698088    ,체력단련장업
"서울특별시 강서구 마곡동 739-3 에스비타운 305,306호","서울특별시 강서구 마곡중앙5로 81, 에스비타운 305,306호 (마곡동)",바디체크짐,183902.043509212    ,451664.251457054    ,체력단련장업
서울특별시 강서구 내발산동 677-9 신양빌딩 지층,"서울특별시 강서구 강서로 308, 신양빌딩 지층 (내발산동)",공감 휘트니스,185513.959571873    ,450107.59482462     ,체력단련장업
서울특별시 강서구 염창동 20-85 JK블라썸호텔 지하2층 일부,"서울특별시 강서구 양천로65길 41-22, JK블라썸호텔 지하2층 일부호 (염창동)",JK블라썸호텔(휘트니스),188239.336760938    ,450510.801870622    ,체력단련장업
서울특별시 강서구 공항동 45-19 대룡드림타워-II   지하1층,"서울특별시 강서구 공항대로 13, 대룡드림타워-II 지하1층 (공항동)",밸런스 22,183046.486354734    ,451078.900756       ,체력단련장업
서울특별시 강서구 마곡동 326-11 A동,"서울특별시 강서구 양천로30길 27, A동 (마곡동)",이지 스트랭스,184277.540321509    ,452229.797709717    ,체력단련장업
서울특별시 강서구 마곡동 759-3 보타닉파크타워Ⅰ 12층,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 12층 (마곡동)",에이블짐 마곡나루점,184555.689189052    ,451767.833497048    ,체력단련장업
서울특별시 강서구 등촌동 628-7 아벨테크노 B107호,"서울특별시 강서구 화곡로68길 15, 아벨테크노 B107호 (등촌동)",일상 재활운동센터,187142.520159168    ,450809.366186016    ,체력단련장업
서울특별시 강서구 마곡동 796-3 마곡사이언스타워 505호,"서울특별시 강서구 마곡동로 62, 마곡사이언스타워 505호 (마곡동)",건강한 운동,185259.185267583    ,450932.359772264    ,체력단련장업
서울특별시 강서구 마곡동 795-5 마곡사이언스파크뷰 305호,"서울특별시 강서구 마곡중앙6로 85, 마곡사이언스파크뷰 305호 (마곡동)",웨이트마스터GYM,185517.645986644    ,450898.354432814    ,체력단련장업
서울특별시 강서구 등촌동 73-1 금부빌딩 지하1층,"서울특별시 강서구 양천로 476, 금부빌딩 지하1층 (등촌동)",헬스보이짐 가양역점,186966.036176588    ,451047.287263879    ,체력단련장업
"서울특별시 강서구 화곡동 982-17 크라운뷰, 크라운타워 15층 일부호","서울특별시 강서구 화곡로 274, 크라운뷰, 크라운타워 15층 일부호 (화곡동)",MH 휘트니스,186456.187657133    ,449645.45192818     ,체력단련장업
서울특별시 강서구 화곡동 1066-8 월드빌딩 2층,"서울특별시 강서구 화곡로 141, 월드빌딩 2층 (화곡동)",내 몸 공작소,185557.800051443    ,448772.375749389    ,체력단련장업
"서울특별시 강서구 마곡동 776 마곡파크뷰대방디엠시티오피스텔 209~211, 213~223호","서울특별시 강서구 마곡동로10길 23, 마곡파크뷰대방디엠시티오피스텔 209~211, 213~223호 (마곡동)",헬스보이짐 앤 필라걸 앤 골프인,185740.216641551    ,451837.646781936    ,체력단련장업
서울특별시 강서구 화곡동 105-68 더와이즈황병원,"서울특별시 강서구 까치산로 23, 지2층 (화곡동)",피티 홀로서기,186055.847417953    ,448886.827025747    ,체력단련장업
서울특별시 구로구 신도림동 412-3 신도림팰러티움,"서울특별시 구로구 경인로 584, 2층 209호 (신도림동, 신도림팰러티움)",포에프 트레이닝,189483.883249449    ,444644.58828114     ,체력단련장업
서울특별시 구로구 고척동 195-13 종만빌딩,"서울특별시 구로구 고척로 228-6, 종만빌딩 지층 1호 (고척동)",4 in 1 PT,187399.697268421    ,444855.737125874    ,체력단련장업
서울특별시 구로구 고척동 73-3 일이삼전자타운,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 4층 4109,440,441,442,443호 (고척동)",지니핏 피티짐,187826.698183821    ,443925.52468616     ,체력단련장업
서울특별시 구로구 구로동 188-25 지밸리비즈플라자,"서울특별시 구로구 디지털로 300, 지밸리비즈플라자 판매B101호 (구로동)",짐박스피트니스 구로디지털단지점,190779.824680954    ,442527.527966789    ,체력단련장업
서울특별시 구로구 구로동 26 신도림포스빌,"서울특별시 구로구 새말로 102, 신도림포스빌 지하101-4호 (구로동)",리커버헬스&필라테스,190349.885855531    ,444836.673561831    ,체력단련장업
서울특별시 구로구 구로동 197-28 이앤씨벤처드림타워6차,"서울특별시 구로구 디지털로31길 41, 이앤씨벤처드림타워6차 215호 (구로동)",프리오짐 PT전문 구로디지털점,190447.24866829     ,442558.310755613    ,체력단련장업
서울특별시 구로구 항동 1-1 성공회대학교,"서울특별시 구로구 연동로 320, 성공회대학교 미가엘관  지층 (항동)",멋GYM,184514.602462493    ,442825.73689201     ,체력단련장업
서울특별시 구로구 항동 88-2,"서울특별시 구로구 서해안로 2118, 골든클래스 503,504호 (항동)",드라코짐,184435.221403412    ,442140.905229744    ,체력단련장업
서울특별시 구로구 구로동 191-7 에이스테크노타워8차 208호,"서울특별시 구로구 디지털로33길 11, 에이스테크노타워8차 208호 (구로동)",EMS 바디발전소,190688.747501289    ,442618.785745098    ,체력단련장업
서울특별시 구로구 신도림동 435-10 신도림3차푸르지오아파트 213호,"서울특별시 구로구 경인로 619-3, 2층 213호 (신도림동, 신도림3차푸르지오아파트)",엠스트레이닝 2호점,189681.453330502    ,444964.854981166    ,체력단련장업
서울특별시 구로구 오류동 156 세명프라자,"서울특별시 구로구 오류로8길 16, 세명프라자 301,302호 (오류동)",에버핏,185924.416468235    ,443212.428774109    ,체력단련장업
서울특별시 구로구 구로동 212-8 대륭포스트타워1차 B109호,"서울특별시 구로구 디지털로 288, 대륭포스트타워1차 B109호 (구로동)",FIT PLE,190680.536850936    ,442392.645303533    ,체력단련장업
서울특별시 구로구 고척동 52-49 알앤디타워 지하1호,"서울특별시 구로구 경인로47길 76, 알앤디타워 지하1호 (고척동)",진트짐,187953.205034511    ,444451.547310913    ,체력단련장업
서울특별시 구로구 구로동 832 G-Tower,"서울특별시 구로구 디지털로26길 38, G-Tower 지하1층 (구로동)",지핏 지타워피트니스(G-Fit G-Tower Fitness),190662.780817079    ,441973.603139541    ,체력단련장업
서울특별시 구로구 오류동 54-4,"서울특별시 구로구 경인로 204, 지하1층 (오류동)",터치앤고 트레이닝 스튜디오,186112.599008354    ,443739.583663212    ,체력단련장업
서울특별시 구로구 구로동 191-7 에이스테크노타워8차 비102호,"서울특별시 구로구 디지털로33길 11, 에이스테크노타워8차 비102호 (구로동)",에프45(F45) 구로디지털단지,190688.747501289    ,442618.785745098    ,체력단련장업
서울특별시 구로구 구로동 83-3,"서울특별시 구로구 가마산로 246, 대신빌딩 1층, 지하1층 (구로동)",헬린 피트니스 구로구청점,190054.653309321    ,443617.175939029    ,체력단련장업
서울특별시 은평구 대조동 4-2,"서울특별시 은평구 통일로 747, 3층 (대조동)",골드문PT,193596.958019283    ,456616.693446675    ,체력단련장업
서울특별시 은평구 불광동 486-17 베로니스 B201호,"서울특별시 은평구 통일로80길 1-1, B2층 (불광동, 베로니스)",크로스핏엠비션,192953.133572075    ,457539.087118661    ,체력단련장업
서울특별시 은평구 응암동 118-2,"서울특별시 은평구 은평로8길 42-1, 지층 (응암동)",프리원핏 응암점,192741.633549954    ,454954.293684296    ,체력단련장업
서울특별시 은평구 구산동 198-1 엘타워,"서울특별시 은평구 서오릉로 175, 엘타워 B2층 (구산동)",크로스핏 카고,192334.607184004    ,456703.952228839    ,체력단련장업
서울특별시 서초구 서초동 1713-3,"서울특별시 서초구 법원로2길 17-5, 백영빌딩 지하1층 (서초동)",슬릭 교대캠프,201027.246370802    ,443586.590240213    ,체력단련장업
서울특별시 서초구 서초동 1330-20 강남애니타워,"서울특별시 서초구 강남대로53길 7, 강남애니타워 3층 301호 (서초동)",바디스펙트럼2,202427.025843099    ,443561.16260823     ,체력단련장업
서울특별시 은평구 진관동 68-3 은평뉴타운파크앤타워,"서울특별시 은평구 진관3로 32, 은평뉴타운파크앤타워 B2층 201호 (진관동)",㈜은평투엑스휘트니스,192930.333583439    ,459665.856169744    ,체력단련장업
서울특별시 은평구 신사동 20-11,"서울특별시 은평구 은평로 23, 3층 302호 (신사동)",다이어트 캠프 & PT,192016.428177758    ,455098.982607732    ,체력단련장업
서울특별시 은평구 진관동 74 휴먼프라자 I,"서울특별시 은평구 진관2로 19, 휴먼프라자 I 6층 607,608호 (진관동)",짐리밋 구파발역점,192831.901570697    ,459170.418887077    ,체력단련장업
서울특별시 은평구 진관동 70 메트로프라자,"서울특별시 은평구 진관2로 15-46, 메트로프라자 8층 802, 803호 (진관동)",피트니스 REX,                    ,                    ,체력단련장업
서울특별시 은평구 녹번동 141-1,"서울특별시 은평구 진흥로 148, 4층 (녹번동)",제이제이 피트니스 녹번점,193431.806134687    ,456248.097400845    ,체력단련장업
서울특별시 은평구 갈현동 396-9,"서울특별시 은평구 통일로 855-20, 2,3,4층 (갈현동)",짐박스피트니스 연신내점,192861.23125208     ,457489.938700907    ,체력단련장업
서울특별시 은평구 역촌동 2-55,"서울특별시 은평구 역말로 101, 토마스빌딩 4,5층 (역촌동)",글래드짐,192875.200530534    ,456240.411867385    ,체력단련장업
서울특별시 은평구 역촌동 71-1 현대화타운,"서울특별시 은평구 갈현로11길 7, 2층 (역촌동, 현대화타운)",주식회사 프로원 휘트니스 응암점,191945.152593584    ,455869.726846314    ,체력단련장업
서울특별시 은평구 응암동 98-50,"서울특별시 은평구 은평로 142, 2층 201,202호 (응암동)",재미짐 여성전용 헬스 개인&그룹 PT 응암점,193177.15490721     ,455343.762343579    ,체력단련장업
서울특별시 은평구 녹번동 141-60 유성빌딩,"서울특별시 은평구 진흥로 134, 유성빌딩 5층 (녹번동)",피티스튜디오 송이,193316.650127258    ,456155.248494383    ,체력단련장업
서울특별시 은평구 진관동 313-1 202호,"서울특별시 은평구 의상봉길 73, 202호 (진관동)",beneFIT,195094.483327542    ,460940.996869782    ,체력단련장업
서울특별시 마포구 서교동 394-45 명지한강빌드웰,"서울특별시 마포구 양화로 58, 명지한강빌드웰 2층 1호,2호,3호,4호 (서교동)",로마짐 합정,192457.120508858    ,449770.06943861     ,체력단련장업
서울특별시 마포구 용강동 494-59 테라스 494,"서울특별시 마포구 토정로 266, 테라스 494 2층 (용강동)",피트니스랩 용강점,194563.309380277    ,448919.256375979    ,체력단련장업
서울특별시 마포구 성산동 591-3,"서울특별시 마포구 월드컵로 200, sj 라벨라 B1, B2층 (성산동)",더 짐 프리미엄(THE GYM PREMIUM) 마포구청역점,191322.152418118    ,451415.613176603    ,체력단련장업
서울특별시 마포구 용강동 112-2,"서울특별시 마포구 토정로 295, 5층 501호 (용강동)",프라임리햅 재활PT&체형교정,194830.006449496    ,448772.794940366    ,체력단련장업
서울특별시 마포구 신수동 105-2,"서울특별시 마포구 창전로 66, 지하1층 (신수동)",나만의짐 프라이빗 대관/PT 서강대점,194001.901147907    ,449561.181419908    ,체력단련장업
서울특별시 마포구 서교동 441-6 서교양경회관,"서울특별시 마포구 월드컵로 80, 서교양경회관 4층 (서교동)",휘트니스피플 우먼 망원역점,192018.039124439    ,450449.030804033    ,체력단련장업
서울특별시 마포구 아현동 395-4 아힐타워(A-HILL TOWER),"서울특별시 마포구 만리재로 133, 아힐타워(A-HILL TOWER) 2층 201호 (아현동)",에이티에잇 짐,196583.868057127    ,449934.898617239    ,체력단련장업
서울특별시 마포구 도화동 173 삼창주택,"서울특별시 마포구 마포대로 63-8, 삼창주택 지하1층 (도화동)",스포하이 마포점,195324.793653981    ,448885.430093289    ,체력단련장업
서울특별시 마포구 창전동 333,"서울특별시 마포구 독막로22길 9, 지1층 (창전동)",식스 트레이닝,193682.985685646    ,449428.455705347    ,체력단련장업
서울특별시 마포구 상암동 1597 사보이시티디엠씨,"서울특별시 마포구 월드컵북로54길 17, 사보이시티디엠씨 B동 3층 304~305, 307호 (상암동)",헬시온짐,190086.625449279    ,453231.427685063    ,체력단련장업
서울특별시 마포구 상암동 2-10,서울특별시 마포구 성암로 223-1 (상암동),서울리프팅클럽,190658.42111541     ,452969.084027083    ,체력단련장업
서울특별시 마포구 상수동 93-45 로하스타워,"서울특별시 마포구 와우산로 48, 로하스타워 지층 201호 (상수동)",컷 PT 트레이닝센터,193162.941502573    ,449587.977598681    ,체력단련장업
서울특별시 마포구 상암동 1601 케이지아이티센터,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 3층 314호 (상암동)",다GYM,190125.564768858    ,453090.149821248    ,체력단련장업
서울특별시 마포구 도화동 201-39,"서울특별시 마포구 삼개로 11, 3층 (도화동)",비엠 더 프라이빗 마포역점,195314.033874515    ,448573.290097476    ,체력단련장업
서울특별시 마포구 서교동 342-20,"서울특별시 마포구 와우산로23길 20-30, 지층 (서교동)",리부스트PT 홍대점,193360.660239183    ,450212.141186246    ,체력단련장업
서울특별시 마포구 망원동 484-11 두성빌딩,"서울특별시 마포구 월드컵로23길 4, 두성빌딩 B1, 2~5층 (망원동)",짐박스피트니스 망원점,191820.118698433    ,450589.968889031    ,체력단련장업
서울특별시 마포구 망원동 485-31,"서울특별시 마포구 동교로9길 97, 2층 (망원동)",언니네 홈짐,191769.019899714    ,450595.683322773    ,체력단련장업
서울특별시 마포구 연남동 228-10,"서울특별시 마포구 동교로 268, 3층 (연남동)",더벨류짐,193362.568699013    ,451223.445812328    ,체력단련장업
서울특별시 마포구 합정동 364-29 합정하이팍빌딩,"서울특별시 마포구 독막로 18, 합정하이팍빌딩 지하2층 (합정동)",런합정,192442.481470332    ,449567.294628262    ,체력단련장업
서울특별시 강서구 공항동 53-41 3층 좌측호,"서울특별시 강서구 공항대로 28, 3층 좌측호 (공항동)",이루어짐,183166.343309141    ,450992.871859483    ,체력단련장업
서울특별시 강서구 마곡동 760 마곡나루역보타닉푸르지오시티 지층 B-104~B-110호,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 지층 B-104~B-110호 (마곡동)",메이크바디짐 마곡나루역 2호점,184646.580818167    ,451684.726858384    ,체력단련장업
"서울특별시 강서구 등촌동 648-6 비원오피스텔 15층 1502,1503호","서울특별시 강서구 공항대로 525, 비원오피스텔 15층 1502,1503호 (등촌동)",주식회사 바디채널앤짐그라운드등촌점,187999.32555627     ,449920.361168751    ,체력단련장업
서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 A동 412호,"서울특별시 강서구 마곡중앙6로 45, 리더스퀘어마곡 A동 412호 (마곡동)",제이짐(J GYM),185127.285385035    ,450939.221091497    ,체력단련장업
"서울특별시 강서구 마곡동 771-4 이너매스 마곡 지하1층 B120,B121호","서울특별시 강서구 마곡중앙6로 21, 이너매스 마곡 지하1층 B120,B121호 (마곡동)",쿠타짐,184876.792845641    ,450969.017546763    ,체력단련장업
서울특별시 강서구 마곡동 774-1 지엠지엘스타 지하1층 B108~B111호,"서울특별시 강서구 공항대로 209, 지엠지엘스타 지하1층 B108~B111호 (마곡동)",아크로짐 마곡점,184988.438404292    ,450841.104425972    ,체력단련장업
서울특별시 강서구 마곡동 800-15 이너매스마곡Ⅱ,"서울특별시 강서구 마곡중앙2로 35, 이너매스마곡Ⅱ 6층 625, 626호 (마곡동)",루나짐,184971.522700042    ,450643.056387457    ,체력단련장업
서울특별시 강서구 가양동 448-11 가양글로벌퍼스트 103동 지층 B101호,"서울특별시 강서구 화곡로72길 62, 가양글로벌퍼스트 103동 지층 B101호 (가양동)",더 크리스탈 포레스트,187454.124266828    ,450913.855208112    ,체력단련장업
서울특별시 강서구 마곡동 799-2 푸리마타워 316~319호,"서울특별시 강서구 공항대로 190, 푸리마타워 316~319호 (마곡동)",Essential Gym(에센셜짐),184785.483493825    ,450767.258354567    ,체력단련장업
서울특별시 강서구 화곡동 342-57 3층,"서울특별시 강서구 강서로 36, 3층 (화곡동)",커브스 까치산클럽,186440.150407323    ,447669.834605985    ,체력단련장업
