지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y),문화체육업종명
서울특별시 은평구 대조동 3-81 3층,"서울특별시 은평구 통일로 751, 3층 (대조동)",테크노 헬스,193558.140551069    ,456609.467466936    ,체력단련장업
서울특별시 은평구 불광동 494-4,서울특별시 은평구 통일로92길 4 (불광동),현봉휘트니스,192920.307362469    ,458173.797484836    ,체력단련장업
서울특별시 은평구 응암동 산 6-46 은평청소년수련관,"서울특별시 은평구 백련산로4길 16, 은평청소년수련관 (응암동)",엔젤스 헤이븐,193296.575447024    ,454661.150941475    ,체력단련장업
서울특별시 은평구 역촌동 30-29 효성빌딩 2층,"서울특별시 은평구 진흥로1길 34, 효성빌딩 2층 (역촌동)",컨피던스휘트니스,192747.460555813    ,455697.044769414    ,체력단련장업
서울특별시 은평구 구산동 14-40 CN 휘트니스 3층,"서울특별시 은평구 갈현로 141, 3층 (구산동)",팩토리짐,192069.689255643    ,456481.794657666    ,체력단련장업
"서울특별시 마포구 상암동 1597 사보이시티DMC 3층 304,305,307호","서울특별시 마포구 월드컵북로54길 17, 3층 304,305,307호 (상암동, 사보이시티DMC)",엠베이스짐,190086.625449279    ,453231.427685063    ,체력단련장업
서울특별시 마포구 상암동 1605 누리꿈스퀘어,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 지1층 B1063~B1065호 (상암동)",매스짐 상암점,190250.875091908    ,453017.867202928    ,체력단련장업
서울특별시 마포구 성산동 103-5 2층,"서울특별시 마포구 월드컵북로 109, 2층 (성산동)",다비드짐휘트니스,192293.871252733    ,451180.536711298    ,체력단련장업
서울특별시 마포구 연남동 383-23 2층,"서울특별시 마포구 연희로1길 57, 2층층 (연남동)",아르케GYM(PT샵),193422.98435704     ,451015.061525529    ,체력단련장업
서울특별시 마포구 동교동 198-1 2층,"서울특별시 마포구 월드컵북로4길 72, 2층 (동교동, 한양빌딩)",태그아웃,193102.335083749    ,450742.943015529    ,체력단련장업
서울특별시 마포구 서교동 395-155,"서울특별시 마포구 양화로 78-9, 지하2층, 6층 (서교동)",소핏짐(So Fit Gym),192644.616648531    ,449909.947211637    ,체력단련장업
서울특별시 마포구 아현동 780 지하1층,"서울특별시 마포구 굴레방로1길 25, 지하1층 (아현동, 애오개아이파크)",PRIVE FIT (프리베핏),196043.165226453    ,450175.069333285    ,체력단련장업
"서울특별시 마포구 서교동 451-19 1,2층","서울특별시 마포구 월드컵북로5길 54, 1,2층 (서교동)",로얄짐3호점,192505.330165307    ,450462.406788639    ,체력단련장업
서울특별시 마포구 망원동 484-11 1~5층,"서울특별시 마포구 월드컵로23길 4, 1~5층 (망원동, 두성빌딩)",더바디피트니스,191820.118698433    ,450589.968889031    ,체력단련장업
서울특별시 마포구 창전동 237 3층,"서울특별시 마포구 서강로 46, 민주당빌딩 3층 (창전동)",엠제트(MZ)휘트니스,193882.139683077    ,449426.271469293    ,체력단련장업
서울특별시 마포구 신정동 28-2 성진빌딩,"서울특별시 마포구 창전로 20, 성진빌딩 2층 (신정동)",FIT TO BE FITNESS,193800.533567745    ,449149.097449407    ,체력단련장업
서울특별시 마포구 상수동 321-1,"서울특별시 마포구 독막로 68, 5, 6층 (상수동)",우리짐,192929.284986669    ,449486.23223693     ,체력단련장업
서울특별시 마포구 서교동 449-14,"서울특별시 마포구 월드컵북로 35, 지1층 (서교동)",바디채널 홍대점,192712.232439579    ,450581.753251235    ,체력단련장업
서울특별시 마포구 창전동 150-15 서강한산빌딩,"서울특별시 마포구 창전로 37, 서강한산빌딩 5층 (창전동)",일레븐피티 마포점,193910.079175186    ,449296.120758357    ,체력단련장업
서울특별시 마포구 상암동 1590 상암 IT Tower,"서울특별시 마포구 월드컵북로 434, 상암 IT Tower 214호 (상암동)",커브스 상암클럽,189857.566447564    ,453271.198852486    ,체력단련장업
서울특별시 마포구 신수동 66-2 신촌크리닉존,"서울특별시 마포구 서강로 106, 신촌크리닉존 지2층 (신수동)",카디오짐,194055.924830719    ,450005.235961878    ,체력단련장업
서울특별시 마포구 상암동 1615 PARK M,"서울특별시 마포구 매봉산로 80, PARK M 10층 (상암동)",짐박스피트니스상암DMC점,190591.913002866    ,452920.989704662    ,체력단련장업
서울특별시 마포구 도화동 560 마포 태영 데시앙,"서울특별시 마포구 독막로 320, 마포 태영 데시앙 지1층 B107,B111,B112,B113호 (도화동)",에이원짐 마포역점,195322.033365468    ,448969.110547126    ,체력단련장업
서울특별시 마포구 동교동 199-1 현우빌딩,"서울특별시 마포구 동교로 207, 현우빌딩 2층 (동교동)",우리짐 홍대점,193145.160420669    ,450706.106921998    ,체력단련장업
서울특별시 마포구 동교동 174-11 동우빌딩,"서울특별시 마포구 신촌로 12, 동우빌딩 지하1층 (동교동)",주식회사 홀리핏(Holyfit) 홍대점,193537.812453408    ,450644.919295783    ,체력단련장업
서울특별시 양천구 목동 405-136,"서울특별시 양천구 오목로 316, 4층 (목동)",한스피티운동센터,188654.121497864    ,446943.313957756    ,체력단련장업
서울특별시 양천구 신정동 887-9,"서울특별시 양천구 신정중앙로 93, 4층 (신정동)",핏데이 휘트니스&필라테스,187752.826299246    ,447168.914215234    ,체력단련장업
서울특별시 양천구 신정동 908-21 충경빌딩,"서울특별시 양천구 오목로 185-1, 충경빌딩 지하1층 (신정동)",오피셜무브랩,187380.692817346    ,447036.181455834    ,체력단련장업
서울특별시 양천구 신정동 318-17 제이월드빌,"서울특별시 양천구 목동서로 291, 201호 (신정동, 제이월드빌)",어썸제이 필라테스&헬스,188398.435          ,446625.99           ,체력단련장업
서울특별시 양천구 신정동 992-1 보성팰리스,"서울특별시 양천구 오목로 232, 지하1층 (신정동, 보성팰리스)",엔터핏 목동점,187822.906666898    ,447060.377699409    ,체력단련장업
서울특별시 양천구 신월동 442-4 준우 2층,"서울특별시 양천구 오목로 39, 준우 2층 (신월동)",짐마니 양천신월점,185937.770352149    ,446667.122935833    ,체력단련장업
서울특별시 양천구 목동 718-12,"서울특별시 양천구 목동중앙본로7길 42, 3층 (목동)",주식회사 바디채널 목사랑시장점,188111.081853548    ,448607.421311138    ,체력단련장업
서울특별시 양천구 신정동 1006-3,"서울특별시 양천구 목동로 171, 2층 (신정동)",무브데이 목동역점,187971.403234258    ,446833.613864261    ,체력단련장업
서울특별시 양천구 신정동 948-24 신호아파트,"서울특별시 양천구 오목로 160, B106호 (신정동, 신호아파트)",펀치플러스 신정점,187133.113562825    ,446945.479664548    ,체력단련장업
서울특별시 양천구 신정동 1026-4 준빌딩,"서울특별시 양천구 신월로 348, 준빌딩 2층 (신정동)",포인티PT,187517.19988666     ,446609.178240389    ,체력단련장업
서울특별시 양천구 목동 749-5,"서울특별시 양천구 목동중앙본로 42, 2층 201호 (목동)",웨이트랩 목동점,188340.491697208    ,448626.650818559    ,체력단련장업
서울특별시 양천구 목동 908-29 하이베라스,"서울특별시 양천구 목동서로 37, 하이베라스 303호 (목동)",솜핏,189473.530827695    ,448365.502006523    ,체력단련장업
서울특별시 양천구 신월동 507-1 대림프라자및아파트,"서울특별시 양천구 오목로 76, B01층 (신월동, 대림프라자및아파트)",바디앤짐 신월3호점,186334.263661231    ,446738.379574739    ,체력단련장업
서울특별시 양천구 신월동 444-13,"서울특별시 양천구 월정로 29, b101호 (신월동)",나다짐,186025.373690234    ,446707.683475487    ,체력단련장업
서울특별시 은평구 역촌동 31-6 아그네스 풍림아이원,"서울특별시 은평구 진흥로1길 28, 2층 202,209호 (역촌동, 아그네스 풍림아이원)",짐박스 피트니스 응암1호점,192773.974598512    ,455630.884111772    ,체력단련장업
서울특별시 은평구 불광동 311-13 메트로타워,"서울특별시 은평구 통일로 856, 메트로타워 5층 (불광동)",주식회사 바운드짐 연신내역점,192998.202204135    ,457479.99522553     ,체력단련장업
서울특별시 은평구 응암동 600-2 2.3층,"서울특별시 은평구 응암로 193 (응암동, 2.3층)",스포애니 응암오거리점 (주)케이디헬스케어,192576.600496455    ,454123.137809564    ,체력단련장업
서울특별시 은평구 불광동 248 미성아파트 상가 지층,"서울특별시 은평구 통일로 780 (불광동, 미성아파트)",어트루짐 불광역점,193600.888431741    ,456957.233580498    ,체력단련장업
서울특별시 은평구 대조동 198-10 대조동아트캐슬주상복합 지층,"서울특별시 은평구 연서로 216, 지층 (대조동, 대조동아트캐슬주상복합)",연신내역 스포애니 (주)케이디헬스케어,192879.28604388     ,457277.268887329    ,체력단련장업
서울특별시 은평구 대조동 172-56 삼두빌딩 3?,"서울특별시 은평구 서오릉로 110, 삼두빌딩 3층 (대조동)",발리휘트니스,192878.231077703    ,456390.096030337    ,체력단련장업
"서울특별시 은평구 역촌동 1-40 대지빌딩 지하1층 외 1개소(은평로 147, 미주빌딩 3층)","서울특별시 은평구 연서로 130, 대지빌딩 외 1개소(은평로 147, 미주빌딩 3층) (역촌동)",체대입시FA,192624.880996241    ,456445.22780372     ,체력단련장업
서울특별시 은평구 증산동 223-13 지층,"서울특별시 은평구 수색로 195, 지층 (증산동)",드림라인휘트니스,191157.444317911    ,452924.117735363    ,체력단련장업
서울특별시 은평구 진관동 72 드림스퀘어,"서울특별시 은평구 진관2로 29-21, 드림스퀘어 107동 302호 (진관동)",굿바디퍼스널트레이닝,192812.253774617    ,459266.981388393    ,체력단련장업
서울특별시 마포구 아현동 330-4,"서울특별시 마포구 신촌로 264, 2층 (아현동)",건강해GYM,195954.228177552    ,450532.979367453    ,체력단련장업
서울특별시 마포구 서교동 394-25 동양한강트레벨,"서울특별시 마포구 양화로 56, 동양한강트레벨 지하1층 B101,102,102-1,103,103-1,104호 (서교동)",핏타운,192402.468624287    ,449701.62502855     ,체력단련장업
서울특별시 마포구 아현동 618-19 마포 센텀 슬로우스퀘어,"서울특별시 마포구 마포대로 173-14, 마포 센텀 슬로우스퀘어 3층 (아현동)",Playground,195829.955210361    ,449860.57540675     ,체력단련장업
서울특별시 마포구 합정동 362-1,"서울특별시 마포구 독막로 42, 지하1층 (합정동)",로얄짐 2호점,192665.897224163    ,449510.335753547    ,체력단련장업
서울특별시 마포구 망원동 386-3,"서울특별시 마포구 월드컵로 61, 지하1층 (망원동)",셀프메이드짐 헬스&PT 망원점,192063.09469755     ,450271.962687109    ,체력단련장업
서울특별시 마포구 상암동 1648 S-PLEX CENTER,"서울특별시 마포구 매봉산로 31, S-PLEX CENTER 지하2층 (상암동)",온더피트니스,190217.044298752    ,452599.632380465    ,체력단련장업
서울특별시 마포구 성산동 260-9,"서울특별시 마포구 성미산로1길 61, 지하1층 (성산동)",크로스핏 헬퍼,191689.137717442    ,450910.420547874    ,체력단련장업
서울특별시 마포구 서교동 392-1 송원빌딩,"서울특별시 마포구 양화로 77, 송원빌딩 지하1층 (서교동)",로얄짐 1호점,192537.71833041     ,449940.982366261    ,체력단련장업
서울특별시 마포구 대흥동 436-1 상수라이크,"서울특별시 마포구 백범로20길 24-5, 상수라이크 3층 (대흥동)",프로핏 1:1피티 스튜디오,194965.128163652    ,449297.139445195    ,체력단련장업
서울특별시 마포구 합정동 372-22 무림빌딩,"서울특별시 마포구 성지길 9, 무림빌딩 2층 (합정동)",근육발전소,192296.161867119    ,449554.516819348    ,체력단련장업
서울특별시 마포구 대흥동 408 숭문빌딩,"서울특별시 마포구 독막로 264, 숭문빌딩 지하1층 (대흥동)",트레인스토밍,194854.150925408    ,449294.337020049    ,체력단련장업
서울특별시 마포구 서교동 380-14 NFM빌딩,"서울특별시 마포구 양화로11길 14-5, NFM빌딩 지하1층 (서교동)",와프그룹PT,192488.58186833     ,450000.568613644    ,체력단련장업
서울특별시 마포구 서교동 481-1,"서울특별시 마포구 동교로 106, 2층 (서교동)",낭만PT,192318.804910485    ,450246.56863148     ,체력단련장업
서울특별시 마포구 대흥동 12-27 이대역푸르지오시티,"서울특별시 마포구 신촌로 170, 이대역푸르지오시티 상가304호 (대흥동)",Gooood Gym,195006.913064988    ,450457.146504977    ,체력단련장업
서울특별시 마포구 서교동 464-28,"서울특별시 마포구 동교로22길 38, 지하1층 (서교동)",홍대 프로씨드 짐,192677.489944665    ,450231.750509513    ,체력단련장업
서울특별시 마포구 망원동 395-4,"서울특별시 마포구 포은로 75, 3층 (망원동)",부티짐,191573.169013313    ,450188.990292425    ,체력단련장업
서울특별시 마포구 공덕동 385-65 공덕SK리더스뷰,"서울특별시 마포구 백범로31길 7, 상가1동 111호 (공덕동, 공덕SK리더스뷰)",MOVE UP,195405.15774039     ,449263.217634202    ,체력단련장업
서울특별시 마포구 공덕동 473 KPX빌딩,"서울특별시 마포구 마포대로 137, KPX빌딩 지하1층 (공덕동)",공덕역점 스포애니 (주)케이디헬스케어,195743.278987166    ,449398.489851057    ,체력단련장업
서울특별시 마포구 서교동 398-5 상상하는 사람,"서울특별시 마포구 어울마당로5길 42, 상상하는 사람 2층 (서교동)",허니짐,192723.504590254    ,449736.263287629    ,체력단련장업
서울특별시 강서구 화곡동 359-54,서울특별시 강서구 가로공원로76길 100 (화곡동),백제헬스크럽,185684.370684392    ,447853.183910005    ,체력단련장업
"서울특별시 강서구 화곡동 110-65 삼영빌딩 2,3층","서울특별시 강서구 화곡로 206, 삼영빌딩 2,3층 (화곡동)",헬스와 필라테스 화곡점,186125.314508443    ,449082.323325721    ,체력단련장업
"서울특별시 강서구 방화동 580-61 63,158호","서울특별시 강서구 방화동로 120 (방화동,63,158호)",그린헬스크럽,183344.047564171    ,452114.73581238     ,체력단련장업
서울특별시 강서구 화곡동 348-43,서울특별시 강서구 강서로17길 29 (화곡동),헬스라인,186158.494325386    ,447826.211920747    ,체력단련장업
서울특별시 강서구 화곡동 348-9 5층,"서울특별시 강서구 강서로 61, 5층 (화곡동, 영상빌딩)",하이짐 까치산점,186288.261900491    ,447872.922273067    ,체력단련장업
"서울특별시 강서구 화곡동 1060-30 1층로비,B1~B2","서울특별시 강서구 화곡로 191, 1층로비,B1~B2층 (화곡동)",화곡역점 스포애니 (주)케이디헬스케어,185983.844739412    ,448981.902246047    ,체력단련장업
서울특별시 강서구 방화동 829-4 금강프라자빌딩 10층,"서울특별시 강서구 금낭화로 135, 금강프라자빌딩 10층 (방화동)",방화역점 스포애니 (주)케이디헬스케어,183366.101249557    ,452817.469477897    ,체력단련장업
서울특별시 강서구 등촌동 678 동진빌딩 5층,"서울특별시 강서구 강서로56가길 47, 5층 (등촌동, 동진빌딩)",짐더클래식,185803.568847664    ,451060.322190277    ,체력단련장업
서울특별시 강서구 화곡동 1093-76,서울특별시 강서구 공항대로 376 (화곡동),KBS 스포츠월드 헬스클럽,186463.83481885     ,450518.14211989     ,체력단련장업
서울특별시 강서구 화곡동 775-3,서울특별시 강서구 등촌로 47 (화곡동),영헬스피아,187850.584181126    ,447996.663214871    ,체력단련장업
서울특별시 강서구 화곡동 898-1 2호,"서울특별시 강서구 강서로 27 (화곡동,2호)",호산헬스크럽,186424.391650186    ,447580.544751681    ,체력단련장업
서울특별시 강서구 화곡동 793-9,서울특별시 강서구 곰달래로 236 (화곡동),삼성헬스프라자,187487.931455558    ,447721.895371793    ,체력단련장업
서울특별시 강서구 화곡동 370-39 2층,"서울특별시 강서구 월정로30길 55, 2층 (화곡동, 태영빌딩)",스타짐,185699.207165455    ,448088.463634727    ,체력단련장업
서울특별시 강서구 등촌동 707-3,서울특별시 강서구 화곡로65길 62  (등촌동),강서구민올림픽체육센터,186727.379732369    ,450834.348807318    ,체력단련장업
"서울특별시 강서구 화곡동 1065-14 대성빌딩 5층,6층일부","서울특별시 강서구 화곡로 161, 대성빌딩 5층,6층 일부호 (화곡동)","자마이카 휘트니스, 필라테스 화곡점",185712.852329857    ,448856.181147257    ,체력단련장업
서울특별시 강서구 내발산동 701-3 3층,"서울특별시 강서구 강서로 297, 3층 (내발산동)",미 앤 스포츠,185438.707909592    ,450028.675382415    ,체력단련장업
서울특별시 강서구 방화동 606-36 용환빌딩 4층 401호,"서울특별시 강서구 금낭화로 9 (방화동,용환빌딩 4층 401호)",솔 휘트니스 ＆ 스포츠크리닉,183284.388090473    ,451554.110365625    ,체력단련장업
서울특별시 강서구 등촌동 672 2층,"서울특별시 강서구 강서로54길 42 (등촌동,2층)",스카이 토탈 휘트니스 센타,185875.368001655    ,450739.921007684    ,체력단련장업
"서울특별시 강서구 가양동 1488 가양프라자 205호, 206호","서울특별시 강서구 허준로 198 (가양동,가양프라자 205호, 206호)",해피 휘트니스 클럽,187582.851731743    ,451006.669081811    ,체력단련장업
서울특별시 강서구 화곡동 1032-17 3층,"서울특별시 강서구 강서로 191  (화곡동,3층)",라이프 휘트니스,185655.298893271    ,449010.484913146    ,체력단련장업
서울특별시 서초구 서초동 1357-35 백향빌딩,"서울특별시 서초구 강남대로 279, 지하1층 (서초동)",뱅뱅사거리점 스포애니 (주)케이디헬스케어,202728.831388676    ,442876.963294868    ,체력단련장업
서울특별시 서초구 방배동 439-5 용진빌딩,"서울특별시 서초구 동작대로 62, 용진빌딩 3층 (방배동)",아유짐,198363.705516537    ,442198.239121398    ,체력단련장업
서울특별시 서초구 서초동 1443-28,"서울특별시 서초구 효령로68길 104, 지하1층 (서초동)",버터짐,201624.915287804    ,442571.964880003    ,체력단련장업
서울특별시 서초구 서초동 1302-2 대지스포츠플라자,"서울특별시 서초구 서운로 220, 대지스포츠플라자 2층 (서초동)",비바라짐 (신논현),201856.625065785    ,444502.636699224    ,체력단련장업
서울특별시 서초구 방배동 1015,"서울특별시 서초구 방배로 16, 주심빌딩 4층 (방배동)",바디워크,200153.048702612    ,441653.370911653    ,체력단련장업
서울특별시 서초구 서초동 1527-7,"서울특별시 서초구 효령로 221, 3층 (서초동)",썸머짐,200663.631944451    ,442403.815027526    ,체력단련장업
서울특별시 서초구 서초동 1553-5 오퓨런스,"서울특별시 서초구 서초대로 254, 오퓨런스 지하3층 (서초동)",주식회사 영자피트니스 서초,200781.80987415     ,443312.56737328     ,체력단련장업
서울특별시 서초구 양재동 11-47 도담빌딩,"서울특별시 서초구 남부순환로350길 19-26, 도담빌딩 지하1층 (양재동)",인디고짐 헬스&PT,203187.797457418    ,442440.131446908    ,체력단련장업
서울특별시 서초구 반포동 1341,"서울특별시 서초구 서초중앙로 224, 한양프라자 207호 (반포동)",라비아피트니스 반포점,201100.600979283    ,444376.532945802    ,체력단련장업
서울특별시 서초구 서초동 1648-16,"서울특별시 서초구 사임당로 93, 2-3층 (서초동)",짐홀릭,201706.455662454    ,443111.317263935    ,체력단련장업
서울특별시 서초구 잠원동 16-1 잠원빌딩,"서울특별시 서초구 강남대로109길 102, 잠원빌딩 5층 (잠원동)",피트니스 프렌즈,201358.354809041    ,445905.630636194    ,체력단련장업
서울특별시 서초구 반포동 107-100,"서울특별시 서초구 서래로5길 34, 2층 (반포동)",발할라짐,199604.609614465    ,443978.147106113    ,체력단련장업
서울특별시 서초구 반포동 746-8 새로나 빌딩,"서울특별시 서초구 강남대로79길 59, 새로나 빌딩 지하2층 (반포동)",헬링짐 신논현점 헬스&PT,201799.612652669    ,444645.643597369    ,체력단련장업
서울특별시 서초구 서초동 1337-22 서초동대우디오빌프라임,"서울특별시 서초구 강남대로 321, 지하1층 104호 (서초동, 서초동대우디오빌프라임)",바디 아티스트,202580.644821513    ,443264.557852558    ,체력단련장업
서울특별시 서초구 서초동 1623-8,"서울특별시 서초구 서초중앙로8길 7, 2층 (서초동)",라곰(LAGOM),201337.804593732    ,442723.457018816    ,체력단련장업
서울특별시 서초구 방배동 426-3,"서울특별시 서초구 방배천로20길 1, 5층 (방배동)",빌더바디(Build The Body),198420.529183765    ,442427.600283901    ,체력단련장업
서울특별시 서초구 방배동 778-11,"서울특별시 서초구 방배중앙로 161, 2층 (방배동)",바디메뉴얼,198706.548354377    ,443478.095964833    ,체력단련장업
서울특별시 서초구 반포동 704-18,"서울특별시 서초구 신반포로 326-16, 2층 (반포동)",파란헬스살롱,201660.629905058    ,445278.561747862    ,체력단련장업
서울특별시 강남구 개포동 1197-2 5층,"서울특별시 강남구 논현로10길 29, 5층 (개포동)",멤버쉽 휘트니스 플레이 바이 어스,204389.356959707    ,441457.423640678    ,체력단련장업
서울특별시 강남구 대치동 500 그랑프리엔상가 301호,"서울특별시 강남구 남부순환로 2912  (대치동,그랑프리엔상가 301호)",라인에 반하다(305),204992.451561361    ,443183.576115254    ,체력단련장업
서울특별시 강남구 삼성동 16 힐스테이트1단지 상가 4층,"서울특별시 강남구 학동로68길 7 (삼성동,힐스테이트1단지 상가 4층)",바로그짐 강남구청,204067.534217454    ,446136.023710452    ,체력단련장업
서울특별시 강남구 논현동 122-8 동화상가,"서울특별시 강남구 학동로4길 15, 동화상가 B01, B03, B04, B05호 (논현동)",논현역점 스포애니 (주)케이디헬스케어,202010.0103397      ,445368.131754546    ,체력단련장업
서울특별시 강남구 도곡동 467-10 우성리빙텔 B101호,서울특별시 강남구 언주로30길 27 (도곡동),파프짐 도곡점,204578.661039652    ,442917.658464744    ,체력단련장업
서울특별시 강남구 삼성동 120-17 지하1층,서울특별시 강남구 삼성로103길 6 (삼성동),하프 앤 더블(319),204707.354957582    ,445366.819117393    ,체력단련장업
서울특별시 강남구 신사동 665-1,"서울특별시 강남구 선릉로 823, 지하2층 (신사동)",RS Fitness,203403.459602989    ,447041.856582807    ,체력단련장업
서울특별시 강남구 개포동 655-3 2층,"서울특별시 강남구 언주로 101 (개포동,2층)",주식회사 개포투엑스휘트니스,204639.492572093    ,442105.285337805    ,체력단련장업
서울특별시 강남구 논현동 87-8 구연빌딩 5층,서울특별시 강남구 학동로 201 (논현동),드림스타 휘트니스(323),202666.198254349    ,445794.561441958    ,체력단련장업
서울특별시 강남구 신사동 600-6,"서울특별시 강남구 도산대로35길 39, 지하1층 (신사동)",STEADY(스테디),202612.708410687    ,446806.733541327    ,체력단련장업
서울특별시 강남구 청담동 125-4 5층,서울특별시 강남구 압구정로79길 54 (청담동),슬림앤스트롱(328),204491.902363324    ,447016.10139729     ,체력단련장업
서울특별시 강남구 역삼동 708-32 3층,서울특별시 강남구 테헤란로52길 17 (역삼동),일모션(329),204189.355255322    ,444532.992753845    ,체력단련장업
서울특별시 강남구 대치동 623 남서울종합시장 3층8호,서울특별시 강남구 남부순환로 2921 (대치동),코지짐(330),205209.747122636    ,443490.817333221    ,체력단련장업
서울특별시 강남구 청담동 91-4,서울특별시 강남구 선릉로152길 32 (청담동),최용욱PTS(331),203661.957077088    ,446888.258979635    ,체력단련장업
서울특별시 영등포구 신길동 449-37,"서울특별시 영등포구 여의대방로55길 18, 2,3층 (신길동)",바르다짐,193142.794456433    ,445598.6953074      ,체력단련장업
서울특별시 영등포구 문래동3가 55-3 홈플러스,"서울특별시 영등포구 당산로 42, 홈플러스 지하 2층 (문래동3가)",헬스보이짐 문래역점,190729.506453391    ,446227.07504062     ,체력단련장업
서울특별시 영등포구 당산동4가 37-3,"서울특별시 영등포구 국회대로29길 6, 2층 (당산동4가)",위아핏,190807.668410753    ,447387.487057217    ,체력단련장업
서울특별시 영등포구 당산동3가 290 지하1층,"서울특별시 영등포구 당산로28길 4, 지하1층 (당산동3가)",운동메이트,190821.868760375    ,446942.927731343    ,체력단련장업
서울특별시 영등포구 여의도동 44-33 두일빌딩,"서울특별시 영등포구 여의대방로67길 9, 두일빌딩 지하 1층 (여의도동)",슬릭 여의도캠프,193787.762269762    ,446371.61069132     ,체력단련장업
서울특별시 영등포구 영등포동 618-36,"서울특별시 영등포구 영신로 27, 2층 (영등포동)",휴 휘트니스,191803.782696907    ,445735.986805011    ,체력단련장업
서울특별시 영등포구 양평동2가 29-23 목동비즈타워,"서울특별시 영등포구 영등포로 33, 목동비즈타워 201,202,203호 (양평동2가)",더올피트니스 헬스&PT&필라테스&바레&댄스,189785.752470051    ,446796.882113561    ,체력단련장업
서울특별시 영등포구 영등포동8가 85-12,"서울특별시 영등포구 영중로 157-11, 2층 (영등포동8가)",FS Garden,191522.825345424    ,447575.578494139    ,체력단련장업
서울특별시 영등포구 신길동 1328,"서울특별시 영등포구 영등포로 420-6, 1층 (신길동)",(주)피프티핏,193235.37758821     ,445589.679892534    ,체력단련장업
서울특별시 영등포구 양평동5가 22-1 지하 1층 2호,"서울특별시 영등포구 양평로23길 7, 지하 1층 2호 (양평동5가)",크로스핏 무브먼트,190415.945274066    ,448409.918833512    ,체력단련장업
서울특별시 영등포구 신길동 466-13,"서울특별시 영등포구 영등포로84길 16, 3,4,5층 (신길동)",코드짐 신길점,193006.78920411     ,445512.935963703    ,체력단련장업
서울특별시 영등포구 신길동 347-314 SG메디피움,"서울특별시 영등포구 가마산로 433-1, SG메디피움 2층 (신길동)",머슬베어pt 신길점,191501.421210964    ,444780.909717211    ,체력단련장업
서울특별시 영등포구 신길동 2363 메트하임,"서울특별시 영등포구 신풍로 93, 메트하임 지하1층 (신길동)",신길동점 스포애니 (주)케이디헬스케어,192558.271784626    ,444233.81892942     ,체력단련장업
서울특별시 영등포구 영등포동7가 203 아크로타워 스퀘어,"서울특별시 영등포구 국회대로54길 10, 지하1층 (영등포동7가, 아크로타워 스퀘어)",네이쳐휘트니스클럽,191687.492947271    ,446910.540802457    ,체력단련장업
서울특별시 영등포구 당산동3가 395-4,"서울특별시 영등포구 당산로31길 14, 지하1층 (당산동3가)",코리안탑팀,190671.21492202     ,447183.141872461    ,체력단련장업
서울특별시 영등포구 영등포동2가 94-212 명화오피스텔,"서울특별시 영등포구 국회대로56길 46, 지하1층 (영등포동2가, 명화오피스텔)",엔짐 영등포점,192078.928295627    ,446561.226671922    ,체력단련장업
서울특별시 영등포구 여의도동 43-2,"서울특별시 영등포구 국제금융로 72, 4층 (여의도동)",캔디네체육관,193819.575088866    ,446543.53387045     ,체력단련장업
서울특별시 관악구 봉천동 37-35,"서울특별시 관악구 관악로 248, 4층 (봉천동)",SY GYM,196140.044751869    ,442669.383501785    ,체력단련장업
서울특별시 관악구 봉천동 883-17,"서울특별시 관악구 남부순환로 1788, 1,2,3층 (봉천동)",짐 인 더 하우스(Gym in the house),195390.166420528    ,442133.991794799    ,체력단련장업
서울특별시 관악구 봉천동 1567-8 지하1층,"서울특별시 관악구 쑥고개로 121, 지하1층 (봉천동, 삼일빌딩)",플렉스짐,195513.350513344    ,441885.841499144    ,체력단련장업
서울특별시 관악구 봉천동 1000 2층,"서울특별시 관악구 관악로40길 47, 2층 (봉천동, 현대상가)",제임스짐,196257.833652996    ,443341.379446435    ,체력단련장업
서울특별시 관악구 봉천동 1574-1 214호,"서울특별시 관악구 쑥고개로 100, 214호 (봉천동, 생모리츠타운)",선샤인핏,195306.342469139    ,441860.358081122    ,체력단련장업
서울특별시 관악구 신림동 1668 3층,"서울특별시 관악구 남부순환로 1369, 3층 (신림동, 관악농협농산물백화점)",업프로짐,191334.658955208    ,441993.853241909    ,체력단련장업
서울특별시 관악구 봉천동 1601-23 4층,서울특별시 관악구 봉천로 516 (봉천동),웨슬리짐,196004.977409783    ,441952.163703792    ,체력단련장업
서울특별시 관악구 남현동 1058-1 3층,"서울특별시 관악구 남부순환로 2062, 3층 (남현동)",근육터짐 지방빠짐,197965.134833373    ,441579.158550948    ,체력단련장업
서울특별시 관악구 신림동 1432-67 B01호,"서울특별시 관악구 신림로67길 3-8, B01호 (신림동, 라임카운티)",R.F Shop(알에프샵),193654.384695839    ,442636.364787311    ,체력단련장업
서울특별시 관악구 봉천동 496-6,"서울특별시 관악구 양녕로 58, 301호 (봉천동)",커브스 봉천클럽,195250.618292981    ,442790.674359138    ,체력단련장업
"서울특별시 관악구 신림동 1424-28 서원프라자, 태영아파트","서울특별시 관악구 신림로 350, 지하1층 (신림동, 서원프라자, 태영아파트)",파운드짐 헬스&PT 신림역점,193736.283365342    ,442593.593920989    ,체력단련장업
