지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y),점포구분명
서울특별시 광진구 자양동 870 판매시설,"서울특별시 광진구 아차산로 402, 판매시설 지하1층 (자양동)",이랜드킴스클럽 광진구의점,                    ,                    ,준대규모점포
서울특별시 동대문구 용두동 231-5,서울특별시 동대문구 무학로37길 12(용두동),용두시장,202538.011840845    ,452901.185283908    ,대규모점포
서울특별시 동대문구 제기동 1019 경동시장,"서울특별시 동대문구 고산자로36길 3, 경동시장 (제기동)",경동시장,203403.019535366    ,452985.725419514    ,대규모점포
서울특별시 동대문구 제기동 650호,,동서시장,203597.856176904    ,453055.908738418    ,대규모점포
서울특별시 동대문구 청량리동 738번지,서울특별시 동대문구 홍릉로 13 (청량리동),청량리현대코아,203851.375424856    ,453238.594217594    ,대규모점포
서울특별시 동대문구 전농동 647번지 1호,서울특별시 동대문구 서울시립대로 36 (전농동),전농프라자,204082.111844228    ,452472.990548179    ,대규모점포
서울특별시 동대문구 전농동 295번지 52호,서울특별시 동대문구 전농로 147 (전농동),전농로타리시장,204970.90163598     ,452852.821037366    ,대규모점포
서울특별시 동대문구 답십리동 495-1,서울특별시 동대문구 천호대로 281(답십리동),동부시장,204551.741974471    ,451706.003571094    ,대규모점포
서울특별시 동대문구 장안동 108-5,서울특별시 동대문구 한천로 190(장안동),전곡시장,205987.345607556    ,452845.284277717    ,대규모점포
서울특별시 동대문구 휘경동 151-3,서울특별시 동대문구 휘경로 53(휘경동),이경시장,205761.988407757    ,454700.999035247    ,대규모점포
서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),이문제일시장,205396.363734301    ,455131.683241064    ,대규모점포
,서울특별시 종로구 종로44길 14 (창신동),동문시장,200936.42910264     ,452017.94363587     ,대규모점포
서울특별시 송파구 삼전동 9번지 제이 플레이스,"서울특별시 송파구 백제고분로 207 (삼전동, 제이 플레이스)",홈플러스 익스프레스 삼전역점,207875.596264658    ,444672.586038194    ,준대규모점포
서울특별시 송파구 가락동 479 헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",이마트에브리데이 송파점,209412.197809542    ,443928.783342251    ,준대규모점포
서울특별시 송파구 가락동 191-5,서울특별시 송파구 동남로20길 24 (가락동),롯데프레시송파가락가맹점,211822.100655974    ,443697.739713172    ,준대규모점포
,서울특별시 서대문구 응암로 54 (북가좌동),(주)GS리테일 북가좌점,192000.945942229    ,452848.009128439    ,준대규모점포
서울특별시 서대문구 북가좌동 279번지 11호,서울특별시 서대문구 응암로 112 (북가좌동),홈플러스(주) 익스프레스 북가좌점,192301.135452392    ,453354.065487403    ,준대규모점포
서울특별시 서대문구 홍제동 469번지 인왕산 한신휴플러스,"서울특별시 서대문구 통일로 397, 지4층 (홍제동, 인왕산 한신휴플러스)",롯데슈퍼 홍제2점,195281.395461663    ,453657.534811024    ,준대규모점포
서울특별시 서대문구 홍제동 294번지 46호 유진상가,"서울특별시 서대문구 통일로 484, 유진상가 1층 (홍제동)",롯데슈퍼 유진점,194850.361025035    ,454344.432517428    ,준대규모점포
서울특별시 양천구 목동 966번지 목동에버하임,"서울특별시 양천구 목동중앙북로 68 (목동, 목동에버하임)",목동에버하임,188502.886822432    ,449377.63880433     ,대규모점포
