지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 강북구 미아동 52-24,서울특별시 강북구 월계로7길 39 (미아동),한진크리닝,202875.727289249    ,456629.812299466    
서울특별시 강북구 미아동 302-38,서울특별시 강북구 솔매로40길 11 (미아동),아벨세탁소,202012.124616753    ,458073.670342472    
서울특별시 강북구 미아동 222-57,서울특별시 강북구 솔매로43길 53 (미아동),광명사,201991.988873983    ,458417.86292578     
서울특별시 강북구 수유동 530-54,서울특별시 강북구 인수봉로73가길 23 (수유동),인수사,200665.844382263    ,460066.904599913    
서울특별시 강북구 수유동 475-83,서울특별시 강북구 삼양로79길 31 (수유동),백광세탁소,201341.871988196    ,458707.482382316    
서울특별시 강북구 수유동 205 벽산A상가 115호,"서울특별시 강북구 삼각산로 143-1, 115호 (수유동, 벽산A상가)",백양사,201606.445832012    ,460001.632075829    
서울특별시 노원구 공릉동 566-6 지상1층,"서울특별시 노원구 동일로180길 11-8 (공릉동, 지상1층)",크리니아,206558.688224606    ,457810.970350085    
서울특별시 영등포구 신길동 4919-2,서울특별시 영등포구 신길로42길 38-1 (신길동),신길세탁소,192366.483507755    ,444925.344579706    
서울특별시 노원구 상계동 156-156 1층 좌측호,"서울특별시 노원구 한글비석로24길 41, 1층 좌측호 (상계동)",향기로운 운동화 세탁 전문점,206331.812580262    ,462245.884518961    
서울특별시 종로구 신교동 35,서울특별시 종로구 필운대로 110-2 (신교동),신원세탁25,197230.757993478    ,453500.203283782    
서울특별시 종로구 인사동 153-3 금좌빌딩,"서울특별시 종로구 인사동3길 10, 금좌빌딩 B03호 (인사동)",종로사,198703.155795989    ,452184.438333446    
서울특별시 종로구 인사동 194-27,서울특별시 종로구 인사동5길 29 (인사동),태화세탁,198592.597470985    ,452190.992738652    
서울특별시 노원구 상계동 766-1 미도아파트,"서울특별시 노원구 덕릉로 459-18, 205호 (상계동, 미도아파트)",한보세탁소,205309.755822239    ,460429.879161878    
서울특별시 노원구 월계동 781 월계청백4단지아파트 제상가동 207호,"서울특별시 노원구 월계로45가길 94, 제상가동 207호 (월계동, 월계청백4단지아파트)",청미세탁소,204495.071606517    ,458816.285994109    
서울특별시 관악구 봉천동 56-7,서울특별시 관악구 중앙1나길 3 (봉천동),명동사,195817.742265401    ,442365.522691751    
서울특별시 관악구 신림동 255-10,"서울특별시 관악구 대학14길 8, 1층 (신림동)",서림사,194382.896303517    ,440461.491779593    
서울특별시 관악구 봉천동 101-3,"서울특별시 관악구 남부순환로233길 32, 1층 (봉천동)",로얄,196304.397193003    ,442025.396032201    
서울특별시 관악구 봉천동 1633-20,서울특별시 관악구 남부순환로246길 26 (봉천동),99세탁,196754.865346277    ,441472.278146881    
서울특별시 관악구 봉천동 647-13,"서울특별시 관악구 봉천로23길 40, 1층 (봉천동)",대한명인세탁,194282.556431268    ,442873.008247086    
서울특별시 관악구 남현동 1067-22,서울특별시 관악구 남현길 24 (남현동),옷의나라,197895.722663856    ,441480.101748774    
서울특별시 관악구 봉천동 1619-23,"서울특별시 관악구 관악로12길 67, 1층 (봉천동)",샤로수 크리닝,196051.736868014    ,441713.641011126    
서울특별시 관악구 봉천동 1630-13 지상1층,"서울특별시 관악구 낙성대역3길 5 (봉천동,지상1층)",백양사,196556.86596804     ,441555.363527531    
서울특별시 관악구 신림동 1600-6,서울특별시 관악구 신원로3길 14 (신림동),크린세탁,193525.989466283    ,442180.152899125    
서울특별시 종로구 수송동 58 두산위브 지하 106호,"서울특별시 종로구 삼봉로 81, 106호 (수송동,두산위브 지하)",서울사,198324.653631679    ,452252.812389497    
서울특별시 중구 순화동 217 덕수궁롯데캐슬상가 B116호,"서울특별시 중구 서소문로9길 28 (순화동, 덕수궁롯데캐슬상가 B116호)",롯데명품세탁,197312.655183004    ,451257.223181993    
서울특별시 중구 신당동 373-8 1층,"서울특별시 중구 동호로8길 5 (신당동, 1층)",크린토피아 코인워시 신당약수점,200977.148059541    ,450200.60283289     
서울특별시 중구 회현동1가 115 중구회현체육센터 나동 별관주차장 1층,"서울특별시 중구 퇴계로12길 78, 중구회현체육센터 나동 별관주차장 1층 (회현동1가)",가온크리닝,198302.921920515    ,450437.595573282    
서울특별시 송파구 송파동 166 가락삼익맨숀,"서울특별시 송파구 오금로32길 5, 14호 (송파동, 가락삼익맨숀)",삼익 명품세탁,210657.024580332    ,444667.864970738    
서울특별시 종로구 창신동 703,"서울특별시 종로구 낙산길 196 (창신동, 쌍용아파트 2단지)",12호우리세탁,200971.425717609    ,453113.875178674    
서울특별시 관악구 신림동 612-27,"서울특별시 관악구 법원단지길 55, 지층 B01호 (신림동, 우석빌라6차)",벧엘세탁,192917.077120448    ,441305.623113006    
서울특별시 마포구 대흥동 801-57 1층 102호,"서울특별시 마포구 토정로25길 35, 1층 102호 (대흥동)",백양사,194627.586570518    ,449148.702060904    
서울특별시 마포구 마포동 305-8,서울특별시 마포구 마포대로4가길 43 (마포동),삼성,195032.084501045    ,448378.810132396    
서울특별시 마포구 대흥동 328-31 103호,"서울특별시 마포구 독막로 248-1, 103호 (대흥동)",재건사,194721.696249568    ,449340.538766039    
서울특별시 마포구 도화동 36-0 고려아카데미텔2 지20,"서울특별시 마포구 마포대로 52 (도화동,고려아카데미텔2 지20)",로얄세탁소,195310.825031788    ,448677.797932004    
서울특별시 마포구 합정동 358-12,서울특별시 마포구 어울마당로1길 19 (합정동),대우전자크리닝,192700.299414258    ,449375.767497506    
서울특별시 마포구 창전동 2-45,서울특별시 마포구 서강로11길 21 (창전동),토탈크리닝,193957.456280254    ,450155.42223974     
서울특별시 마포구 서교동 391-12 우정빌딩,"서울특별시 마포구 양화로7안길 6, 우정빌딩 1층 (서교동)",화이트,192424.114666831    ,449954.708456764    
서울특별시 마포구 성산동 82-0,서울특별시 마포구 성산로6길 20 (성산동),금성세탁소,192037.723699917    ,451313.103476622    
서울특별시 마포구 망원동 409-62 (1층),"서울특별시 마포구 포은로5길 26 (망원동, (1층))",대성크리닝,191403.384376746    ,450352.546736479    
서울특별시 마포구 망원동 57-131,서울특별시 마포구 월드컵로19길 41 (망원동),미광사,191782.5850753      ,450377.186675752    
서울특별시 마포구 성산동 601 성산월드타운대림아파트,"서울특별시 마포구 월드컵북로30길 9-22, 상가동 204호 (성산동, 성산월드타운대림아파트)",대림세탁소,191824.223833875    ,451899.333639704    
서울특별시 마포구 합정동 396-1 1층,"서울특별시 마포구 포은로 13 (합정동,1층)",매직크리닝,191896.858234691    ,449678.803243825    
서울특별시 마포구 신수동 445-5 지상1층,"서울특별시 마포구 토정로 240, 신수현대아파트 1층 (신수동)",현대사,194360.808986768    ,448982.671515068    
서울특별시 마포구 신수동 300,서울특별시 마포구 토정로17길 25 (신수동),제일세탁소,194251.792528349    ,449284.567092481    
서울특별시 마포구 염리동 515-1 상록아파트 상가(구매생활시설) 2층 201호 전체,"서울특별시 마포구 숭문길 106, 상가동 2층 201호 (염리동, 상록아파트)",상록자이언트,195355.327536814    ,449921.685010144    
서울특별시 마포구 염리동 9-79,서울특별시 마포구 대흥로30길 26 (염리동),그린세탁소,195287.685790859    ,450447.982874163    
서울특별시 마포구 망원동 404-32,서울특별시 마포구 망원로6길 37 (망원동),효성세탁,191430.362388135    ,450337.345589231    
서울특별시 마포구 연남동 487-62 (1층),"서울특별시 마포구 월드컵북로16길 58 (연남동, 1층)",신광그린세탁소,192642.095179211    ,451203.033608639    
서울특별시 강서구 등촌동 702 10단지아파트상가 104호,"서울특별시 강서구 화곡로63가길 71 (등촌동,10단지아파트상가 104호)",그린세탁소,186533.186932554    ,451131.312823959    
서울특별시 강서구 화곡동 158-6 공작상가 B2호,"서울특별시 강서구 곰달래로31길 53 (화곡동, 공작상가B2)",영민세탁소,186768.610667178    ,447918.188253625    
서울특별시 강서구 방화동 830-5 샤르망2오피스텔 110호,"서울특별시 강서구 방화대로47가길 41 (방화동,샤르망2오피스텔 110호)",크린코리아,183466.507671245    ,452885.190156723    
서울특별시 강서구 화곡동 421-2,서울특별시 강서구 강서로17길 81 (화곡동),조양사,185893.69823979     ,447798.587238297    
서울특별시 강서구 화곡동 102-11,서울특별시 강서구 까치산로4길 61 (화곡동),번개세탁소,186338.197764325    ,448702.189481728    
서울특별시 강서구 화곡동 995-1,서울특별시 강서구 우장산로14길 38 (화곡동),우리사,186518.704932266    ,449962.446457017    
서울특별시 강서구 방화동 832 청솔아파트상가 104,"서울특별시 강서구 방화대로47길 55 (방화동,청솔아파트상가 104)",유미사,183408.331258057    ,452609.747794827    
서울특별시 강서구 가양동 1459 대아동신상가 105호,"서울특별시 강서구 강서로 532 (가양동,대아동신상가 105호)",프로세탁소,186092.356405307    ,452221.008576625    
서울특별시 강서구 화곡동 1139 초록아파트 104호,"서울특별시 강서구 강서로45다길 30-27, 104 일부호 (화곡동, 초록아파트)",초록세탁소,185227.244024769    ,449282.545790153    
서울특별시 강서구 등촌동 632-5 삼성한사랑아파트상가 103호,"서울특별시 강서구 양천로66길 6 (등촌동,삼성한사랑아파트상가 103호)",삼성세탁소,187950.0548191      ,450324.873486199    
서울특별시 강서구 화곡동 1017-1,서울특별시 강서구 화곡로13길 92 (화곡동),에버크린,185177.48885783     ,449107.5555828      
"서울특별시 강서구 등촌동 687 등촌주공1,2단지아파트","서울특별시 강서구 강서로68길 36, 상가동 202, 205호 (등촌동, 등촌주공1,2단지아파트)",그린세탁소,186009.19449961     ,451422.055275775    
서울특별시 종로구 신교동 57 신도빌딩 지하1층,"서울특별시 종로구 자하문로 83, 지하1층 (신교동, 신도빌딩)",세탁25,197286.715579565    ,453459.221615258    
서울특별시 강서구 등촌동 705-2 주공6단지상가,"서울특별시 강서구 화곡로63가길 16 (등촌동,주공6단지상가)",주공세탁소,186466.715082515    ,450799.239968204    
서울특별시 강서구 공항동 51-73,서울특별시 강서구 공항대로2길 17 (공항동),환영사,183037.007251789    ,450944.768114475    
서울특별시 강서구 방화동 499-1,서울특별시 강서구 양천로 13 (방화동),한국공항(주),182749.273937321    ,452356.969191781    
서울특별시 강서구 화곡동 852-20,서울특별시 강서구 강서로5라길 124 (화곡동),은하사,187132.690313102    ,447535.140573219    
서울특별시 강서구 가양동 1474 대림경동상가 206호,"서울특별시 강서구 허준로 121 (가양동,대림경동상가 206호)",대경세탁,187034.317305052    ,451572.877049653    
서울특별시 강서구 방화동 614-131,서울특별시 강서구 개화동로23길 88 (방화동),한빛크리닝,183167.693658057    ,451500.647067722    
서울특별시 강서구 등촌동 690 4단지 상가동 201호,"서울특별시 강서구 공항대로39길 59, 상가동 201호 (등촌동,4단지)",주공세탁소,186087.218292932    ,451044.098894023    
서울특별시 강북구 미아동 8-137,서울특별시 강북구 월계로21길 18 (미아동),창문사,203297.056941693    ,456881.178971363    
서울특별시 강북구 수유동 29-74,서울특별시 강북구 노해로11길 42-1 (수유동),경일사,201710.898710643    ,459619.342536997    
서울특별시 강북구 미아동 867-115,서울특별시 강북구 솔매로22길 8 (미아동),현대세탁소,201445.817297801    ,458078.233361276    
서울특별시 강북구 미아동 313-34,서울특별시 강북구 도봉로41길 83 (미아동),성일사,201935.467261408    ,457764.383923916    
서울특별시 강북구 수유동 392-32,서울특별시 강북구 삼양로100길 20 (수유동),형제워싱,201455.711095409    ,459688.285875988    
서울특별시 강북구 수유동 57-109,서울특별시 강북구 삼양로80길 11 (수유동),현대세탁소,201554.668599601    ,458733.084857989    
서울특별시 강북구 번동 330-1,서울특별시 강북구 오현로31길 75 (번동),은혜컴퓨터크리닝,203184.515019975    ,458786.495592724    
서울특별시 강북구 수유동 52-5,서울특별시 강북구 덕릉로24길 53 (수유동),금성사,201725.343966622    ,458935.121672957    
서울특별시 강북구 미아동 762-112,서울특별시 강북구 솔매로28길 15 (미아동),강북사,201698.616879468    ,457980.310035711    
서울특별시 강북구 번동 148-323,서울특별시 강북구 오현로25다길 91 (번동),삼양사,202845.198543674    ,458141.358603368    
서울특별시 강북구 번동 459-110,서울특별시 강북구 한천로124나길 10 (번동),쌍용세탁소,202777.40317781     ,459496.221144452    
서울특별시 강북구 수유동 49-6,서울특별시 강북구 덕릉로24길 38 (수유동),승훈사세탁소,201801.21630148     ,458977.171109715    
서울특별시 강북구 미아동 734-185,서울특별시 강북구 삼양로38길 9 (미아동),미미세탁소,201798.676768869    ,457648.292326525    
서울특별시 강북구 우이동 56-28,"서울특별시 강북구 삼양로155길 18 (우이동, 지상1층)",귀빈세탁소,201025.288929385    ,461558.065576472    
서울특별시 강북구 번동 461-79,서울특별시 강북구 한천로132길 12 (번동),드라이21,202476.110255401    ,459681.591023679    
서울특별시 강북구 수유동 705-3,서울특별시 강북구 노해로35길 111-4 (수유동),신진사,201688.164144323    ,460691.022756191    
서울특별시 강북구 미아동 158-12,서울특별시 강북구 도봉로78길 51 (미아동),현대사,202251.774751369    ,459067.967952989    
서울특별시 강북구 미아동 837 벽산상가 1동 107호,"서울특별시 강북구 솔샘로 167, 1동 107호 (미아동, 벽산상가 )",동양세탁,200921.855251696    ,457533.770785984    
서울특별시 강북구 번동 241,서울특별시 강북구 한천로105길 24 (번동),명지사,203932.991517795    ,458247.431674005    
서울특별시 강북구 수유동 172-228,서울특별시 강북구 도봉로95길 26 (수유동),수유세탁,202362.251030144    ,459939.449932231    
서울특별시 은평구 불광동 189-9,서울특별시 은평구 불광로 176 (불광동),일류사,193892.21543959     ,457770.310165454    
서울특별시 은평구 역촌동 45-55,서울특별시 은평구 역말로 37-16 (역촌동),삼성세탁소,192383.235869518    ,456032.33872731     
서울특별시 은평구 응암동 599-60,서울특별시 은평구 응암로11길 12-1 (응암동),서울사,192463.571926723    ,454053.992528389    
서울특별시 은평구 구산동 351-3,서울특별시 은평구 서오릉로17길 18-10 (구산동),새마을세탁소,191785.997463187    ,456830.921931199    
서울특별시 은평구 대조동 193-9 지층 102호,"서울특별시 은평구 연서로26길 27, 지층 (대조동)",한진세탁소,193031.403866026    ,457040.449192856    
서울특별시 은평구 신사동 32-9,서울특별시 은평구 증산로21길 19 (신사동),대일사,192204.406731491    ,454859.684217753    
서울특별시 은평구 역촌동 79-53,서울특별시 은평구 갈현로 54 (역촌동),무지개사,192030.927044836    ,455594.861528746    
서울특별시 은평구 구산동 306-1,서울특별시 은평구 서오릉로25길 6 (구산동),부흥세탁소,191624.927982666    ,457218.226517554    
서울특별시 은평구 갈현동 475-11,"서울특별시 은평구 연서로19길 16, 1층 우측호 (갈현동)",선하사,192505.534616325    ,456854.485071903    
서울특별시 은평구 갈현동 406-10,서울특별시 은평구 통일로85길 9-1 (갈현동),백영세탁,192741.447769097    ,457746.029706353    
서울특별시 은평구 불광동 199-9,"서울특별시 은평구 연서로34길 30, 1층 (불광동)",한성사,193708.160012996    ,457717.607829308    
서울특별시 은평구 갈현동 520-37,"서울특별시 은평구 갈현로23길 21-1, 1층 (갈현동)",평화사,192151.535099767    ,457228.147431932    
서울특별시 은평구 구산동 19-25,"서울특별시 은평구 연서로11길 20-4, 1층 (구산동)",형제사,192285.502016247    ,456274.905465167    
서울특별시 은평구 녹번동 136-22,서울특별시 은평구 진흥로12길 25 (녹번동),백양사,193444.197239682    ,456015.203945957    
서울특별시 은평구 불광동 631-1 대호프라자아파트상가 122호,"서울특별시 은평구 불광로 90 (불광동,대호프라자아파트상가 122호)",대호컴크리닝,194002.701726955    ,456937.542510222    
서울특별시 은평구 응암동 97-20 지상1층,"서울특별시 은평구 은평로12길 7-20, 지상1층 (응암동)",백양사,193382.06708118     ,455332.117501435    
서울특별시 은평구 대조동 172-9,서울특별시 은평구 역말로 123 (대조동),수정사,192995.597025396    ,456430.495767742    
서울특별시 마포구 합정동 388-28,"서울특별시 마포구 월드컵로3길 39, 1층 (합정동)",합정세탁소,192024.878077827    ,449773.256537625    
서울특별시 마포구 연남동 224-36,서울특별시 마포구 동교로 270 (연남동),임광컴퓨터크리닝,193383.874190961    ,451251.55743485     
서울특별시 마포구 망원동 429-24,서울특별시 마포구 망원로1길 24 (망원동),성은세탁소,191086.380135203    ,450581.87781332     
서울특별시 마포구 마포동 253 마포쌍용황금아파트,"서울특별시 마포구 마포대로4라길 30, 마포쌍용황금아파트 상가동 101호 (마포동, 마포쌍용황금아파트)",광장사,195125.000346677    ,448318.358910522    
서울특별시 마포구 서교동 339-18,서울특별시 마포구 와우산로29가길 54-10 (서교동),유명사,193446.6396726      ,450213.974224342    
서울특별시 마포구 창전동 437 창전동삼성아파트,"서울특별시 마포구 서강로 95, 상가동 205호 (창전동, 창전동삼성아파트)",삼성사,193824.338955745    ,449880.653018992    
서울특별시 마포구 아현동 703-14 평강빌라,"서울특별시 마포구 손기정로 41, 1층 (아현동, 평강빌라)",일진세탁소,196586.08796477     ,450484.088600061    
서울특별시 마포구 도화동 357 현대종합상가 203호,"서울특별시 마포구 새창로 52 (도화동, 현대종합상가 203호)",중앙세탁소,195852.524254164    ,448575.779442887    
서울특별시 마포구 도화동 353 현대2차아파트,"서울특별시 마포구 새창로8길 72, 상가동 203호 (도화동, 현대2차아파트)",현대,195669.217619713    ,448393.658663222    
서울특별시 마포구 동교동 188-20,서울특별시 마포구 와우산로32길 35 (동교동),벙글세탁소,193931.183307249    ,450284.904724998    
서울특별시 마포구 공덕동 111-276,서울특별시 마포구 만리재로 86-1 (공덕동),홍남세탁소,196319.583339595    ,449532.560088965    
서울특별시 마포구 염리동 9-100,서울특별시 마포구 숭문16길 15 (염리동),월풀,195283.191806807    ,450404.678593977    
서울특별시 마포구 중동 392 현대아파트 상가동 202호,"서울특별시 마포구 월드컵북로38나길 9, 상가동 202호 (중동, 현대아파트)",현대항균세탁소,191704.369027609    ,452098.678876016    
서울특별시 마포구 염리동 10-118,서울특별시 마포구 숭문길 200 (염리동),한미사,195217.208488883    ,450333.806598093    
서울특별시 마포구 창전동 439 태영상가 202호,"서울특별시 마포구 서강로9길 49, 202호 (창전동, 태영상가)",태영세탁,193831.413314099    ,450124.601237097    
서울특별시 마포구 대흥동 660 대흥동태영아파트,"서울특별시 마포구 독막로 266, 남상가동 105호 (대흥동, 대흥동태영아파트)",태영세탁,194855.132261445    ,449165.068261658    
서울특별시 마포구 용강동 494-8 외 2필지  두영(아) 1층,"서울특별시 마포구 대흥로 20 (용강동,외 2필지  두영(아) 1층)",미도세탁,194420.477283099    ,448941.861164151    
서울특별시 마포구 용강동 380 래미안아파트,"서울특별시 마포구 큰우물로 26, 래미안아파트 상가동 지1층 (용강동)",레미안세탁소,194740.657763987    ,449014.692581692    
서울특별시 마포구 아현동 751-3,"서울특별시 마포구 환일길 60, 1층 (아현동)",코인워시24만리동점,196509.385278709    ,450078.745081601    
서울특별시 강서구 내발산동 651-8,서울특별시 강서구 공항대로 308-18 (내발산동),미미사,185956.522499347    ,450564.682362451    
서울특별시 강서구 화곡동 1030-15,서울특별시 강서구 화곡로31길 63 (화곡동),화곡사,185784.576372776    ,449132.097785446    
서울특별시 강서구 공항동 18-30,서울특별시 강서구 방화대로21길 69 (공항동),수정사,183383.188296936    ,451281.862068833    
서울특별시 강서구 염창동 295 강변성원아파트 상가동 101호,"서울특별시 강서구 양천로69길 65, 상가동 101호 (염창동, 강변성원아파트)",우성사,188627.811125081    ,450375.417026651    
서울특별시 강서구 염창동 241-33,서울특별시 강서구 양천로63길 16 (염창동),백조사,188061.467880937    ,450449.828863159    
서울특별시 강서구 가양동 1460 한강타운상가 205호,"서울특별시 강서구 허준로 23 (가양동,한강타운상가 205호)",한강,186236.281118291    ,452133.277893616    
서울특별시 강서구 염창동 288 현대상가 301호,"서울특별시 강서구 양천로75길 57 (염창동,현대상가 301호)",현대세탁,188894.08883472     ,450072.374035052    
서울특별시 강서구 가양동 1485,"서울특별시 강서구 허준로 175, 상가동 104호 (가양동, 가양6단지)",중앙세탁소,187498.790852032    ,451226.066675277    
서울특별시 강서구 화곡동 1114-30,서울특별시 강서구 까치산로 187 (화곡동),한마음,187001.509679357    ,450188.729867549    
서울특별시 강서구 가양동 448-1 강나루현대아파트상가 201호,"서울특별시 강서구 양천로 507 (가양동,강나루현대아파트상가 201호)",현대세탁소,187293.138076042    ,450951.818187215    
서울특별시 강서구 방화동 495-8 (지상 1층),"서울특별시 강서구 양천로3길 10, 1층 (방화동)",개화.동부크리닝,182852.799221009    ,452331.306708577    
서울특별시 강서구 화곡동 105-373,서울특별시 강서구 까치산로2길 4 (화곡동),그린세탁,185981.961942749    ,448753.979728619    
서울특별시 강서구 등촌동 704 주공9단지 상가 1층 104호,"서울특별시 강서구 화곡로63가길 92 (등촌동,주공9단지 상가 1층 104호)",9단지 세탁소,186644.644066366    ,451051.267292812    
서울특별시 강서구 마곡동 348-8,서울특별시 강서구 양천로30길 97 (마곡동),서울세탁,184276.210754894    ,451857.633930819    
서울특별시 강서구 공항동 693-6,서울특별시 강서구 송정로 14-8 (공항동),김포세탁,183387.952242292    ,450485.608187303    
서울특별시 강서구 가양동 1495 한보(아)상가 205호,"서울특별시 강서구 허준로 76 (가양동,한보(아)상가 205호)",스타세탁소,186587.024538468    ,451767.951263454    
서울특별시 강서구 방화동 862 한숲마을 대림(아)상가 104호,"서울특별시 강서구 방화대로50길 7 (방화동,한숲마을 대림(아)상가 104호)",대림세탁,183810.517441379    ,452788.517172109    
서울특별시 강서구 등촌동 715 현대 I Park 등촌아파트 B03호,"서울특별시 강서구 등촌로 163, B03호 (등촌동, 현대 I Park 등촌아파트)",현대I Park 세탁,187578.179002957    ,449082.434083143    
서울특별시 강서구 화곡동 1091 대우아파트 상가 A동 2층,"서울특별시 강서구 화곡로13길 107 (화곡동,대우아파트 상가 A동 2층)",프루지오 세탁소,185034.346957949    ,449164.972451344    
서울특별시 강북구 미아동 159-48,"서울특별시 강북구 덕릉로28길 11, 1층 (미아동)",제일사,202072.743461105    ,459083.630551791    
서울특별시 강북구 미아동 137-65,서울특별시 강북구 도봉로18길 47 (미아동),대명세탁소,202688.1404361      ,457405.484266439    
서울특별시 강북구 미아동 791-3449,서울특별시 강북구 솔매로 2 (미아동),미광조이너스크리닝,201043.690776927    ,458072.573362264    
서울특별시 강북구 미아동 1356 경남아너스빌,"서울특별시 강북구 오패산로30길 30, 상가동 101,102호 (미아동, 경남아너스빌)",경남세탁소,203083.468974539    ,456988.612676639    
서울특별시 강북구 미아동 5-23,서울특별시 강북구 오패산로30길 68 (미아동),크린세탁,203042.681606177    ,457094.462869631    
서울특별시 강북구 미아동 1357-4 401동 상가 101호,"서울특별시 강북구 삼양로19길 109 (미아동,401동 상가 101호)",아이원세탁,201467.070851848    ,457085.224329758    
서울특별시 강북구 우이동 72-154,서울특별시 강북구 삼양로139가길 2 (우이동),중앙세탁,201085.595093037    ,460786.765035171    
서울특별시 강북구 미아동 137-20,서울특별시 강북구 도봉로20길 7 (미아동),새로나세탁,202567.355602159    ,457368.453124798    
서울특별시 강북구 번동 414-35 1층,"서울특별시 강북구 한천로123길 64 (번동,1층)",그린세탁소,202446.066623742    ,459290.31996067     
서울특별시 강북구 수유동 46-20 태영빌딩,"서울특별시 강북구 수유로 62, 태영빌딩 1층 (수유동)",크린토피아수유지사,201734.029298986    ,459261.606829021    
서울특별시 강북구 미아동 1357-3 삼각산아이원(아) 402동 206호,"서울특별시 강북구 삼양로19길 74, 402동 206호 (미아동, 삼각산아이원(아))",풍림세탁,201617.336643593    ,457122.142646519    
서울특별시 강북구 수유동 422-2,"서울특별시 강북구 인수봉로56길 9-1, 1층 (수유동)",매일새옷,201121.567297322    ,459378.785298933    
서울특별시 강북구 번동 510-35 1층,"서울특별시 강북구 오현로31길 129, 1층 (번동)",스마일,202973.127176547    ,458955.176048982    
서울특별시 강북구 수유동 440-35,서울특별시 강북구 인수봉로 178-1 (수유동),세탁하는사람들,201105.525165379    ,459255.981672294    
서울특별시 강북구 수유동 730 삼성아파트상가동 지층 B6호 (4.19길 87),"서울특별시 강북구 한천로 1121, 지층 B6호 (수유동, 삼성아파트상가동)",삼성세탁,201524.718069664    ,460260.14134764     
서울특별시 강북구 미아동 1355 한일유앤아이상가 102호,"서울특별시 강북구 월계로21가길 41, 102호 (미아동, 한일유앤아이상가)",한일세탁,203160.153576134    ,456943.819705953    
서울특별시 강북구 번동 443-12 1층,"서울특별시 강북구 오패산로67길 15, 1층 (번동)",백옥사,202339.199018219    ,459261.633732557    
서울특별시 강북구 미아동 1353-1 sk주상가 지하2층 204호,"서울특별시 강북구 솔샘로 174, 지하2층 204호 (미아동, SK주상가 )",세탁마트,201184.733634134    ,457454.766386757    
서울특별시 강북구 미아동 791-2974,서울특별시 강북구 인수봉로20나길 14 (미아동),보람세탁소,201085.705191129    ,458261.650930174    
서울특별시 은평구 대조동 3-55,서울특별시 은평구 통일로69길 11 (대조동),상일세탁소,193515.103444113    ,456560.024780751    
서울특별시 은평구 신사동 193-6,서울특별시 은평구 증산로17길 60 (신사동),새마을사,191722.001960401    ,454411.946680585    
서울특별시 은평구 증산동 92-126,서울특별시 은평구 증산로9길 36-10 (증산동),한신사,191712.590720637    ,453837.274041086    
서울특별시 은평구 역촌동 13-48,서울특별시 은평구 역말로7길 6 (역촌동),대우사,192707.898439928    ,456051.870724384    
서울특별시 은평구 응암동 335-18,서울특별시 은평구 응암로14길 24 (응암동),삼성사,192841.514439483    ,454143.182742176    
서울특별시 은평구 응암동 84-35 B01호,"서울특별시 은평구 은평로13길 6 (응암동,B01호)",고바우사,193376.135695349    ,455493.221091765    
서울특별시 은평구 응암동 588-17 (1층),"서울특별시 은평구 가좌로9길 14 (응암동,(1층))",미광사,192456.099069616    ,454187.413874634    
서울특별시 서대문구 홍제동 158-37 2층,"서울특별시 서대문구 모래내로 465, 2층 (홍제동)",고은세탁수선,195172.465499894    ,453732.641753861    
서울특별시 서대문구 남가좌동 124-1 dmc가재울4구역 104동 102B호,"서울특별시 서대문구 가재울미래로 2, 104동 102B호 (남가좌동, dmc가재울4구역)",자이명품세탁,192672.067512964    ,452221.960661496    
서울특별시 서대문구 북아현동 149 대림e편한세상 신촌상업시설4획 지동 B406호,"서울특별시 서대문구 신촌로35길 지하 10, B층 406호 (북아현동, 대림e편한세상 신촌상업시설4획지동)",이편한 명품세탁,                    ,                    
서울특별시 서대문구 미근동 83 경찰청,"서울특별시 서대문구 통일로 97, 1층 (미근동)",경찰청세탁소,197086.878372168    ,451168.268245625    
서울특별시 서대문구 북아현동 1011 아현역푸르지오 상가1동 지1층120호,"서울특별시 서대문구 북아현로1길 50, 상가1동 지1층 120호 (북아현동, 아현역푸르지오)",아현명품세탁,195698.781279511    ,450882.103642965    
서울특별시 서대문구 남가좌동 385 DMC파크뷰자이 별동상가2층 207-1,"서울특별시 서대문구 가재울미래로 2, 별동상가동 2층 207-1호 (남가좌동, DMC파크뷰자이)",굿모닝세탁소,192672.067512964    ,452221.960661496    
서울특별시 서대문구 대현동 90-17,"서울특별시 서대문구 이화여대1안길 20, 3층 (대현동)",서대문시니어클럽 뽀송뽀송,194985.820667226    ,450604.968077467    
"서울특별시 서대문구 홍제동 460 인왕산현대아파트 상가동 1층11호,12호","서울특별시 서대문구 통일로34길 46, 상가동 1층 11호12호 (홍제동, 인왕산현대아파트)",153 세탁편의점,195586.623870384    ,453692.90633961     
서울특별시 관악구 신림동 478-11 현라빌딩 1층,"서울특별시 관악구 관천로19길 61 (신림동,현라빌딩 1층)",미림세탁,192735.729648027    ,442767.971804287    
서울특별시 관악구 봉천동 23-19 수성드림빌,"서울특별시 관악구 관악로28길 58, 1층 102호 (봉천동, 수성드림빌)",대한 명인세탁,196319.752471415    ,442483.779048811    
서울특별시 관악구 신림동 251-41,"서울특별시 관악구 신림로11길 64, 1층 (신림동)",우리드라이방,194504.251083035    ,440606.434075036    
