지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 관악구 봉천동 30-6,서울특별시 관악구 행운1길 113 (봉천동),시온세탁의집,196044.192957121    ,442376.676370519    
서울특별시 관악구 신림동 255-274,서울특별시 관악구 대학길 119 (신림동),사계절세탁소,194448.375878518    ,440386.551276542    
서울특별시 관악구 신림동 1650-0,서울특별시 관악구 조원로10길 15 (신림동),미광사,191607.695219217    ,442289.604269344    
서울특별시 관악구 신림동 1695 동부아파트상가121호동,"서울특별시 관악구 신원로 26 (신림동,동부아파트상가121호동)",미강세탁,193671.349359142    ,442039.985895904    
서울특별시 관악구 신림동 1634-12,서울특별시 관악구 신림로 275-1 (신림동),모아그린드라이방,193838.505350431    ,441884.430548453    
서울특별시 관악구 신림동 1738 지1층 B05호,"서울특별시 관악구 난곡로 100, 지1층 B05호 (신림동)",천하세탁소,192817.818457133    ,440263.768319604    
"서울특별시 강남구 개포동 185 (주공7단지 114,118호)","서울특별시 강남구 개포로 516 (개포동,(주공7단지 114,118호))",현대세탁,206268.492052568    ,442966.573597189    
서울특별시 강남구 청담동 5-0 경원오피스텔지상1층16-1,"서울특별시 강남구 도산대로 446 (청담동,경원오피스텔지상1층16-1)",경원사,203919.495860998    ,446817.141574693    
서울특별시 강남구 수서동 707 주공(아)단지내상가105호,"서울특별시 강남구 광평로51길 49 (수서동,주공(아)단지내상가105호)",제이세탁소,208789.626026494    ,443219.258555294    
서울특별시 강남구 논현동 136,서울특별시 강남구 학동로12길 15 (논현동),일광세탁소,202210.788597884    ,445456.047432356    
서울특별시 강남구 신사동 558-5,"서울특별시 강남구 논현로153길 19, 지상1층 (신사동)",한강크리닝,202264.883892777    ,446526.495049751    
서울특별시 강남구 압구정동 415 미성상가 1층 9호,"서울특별시 강남구 압구정로 113-22 (압구정동,미성상가 1층 9호)",미성세탁,201667.786866215    ,446941.563339336    
서울특별시 강남구 논현동 5-17 지상1층,"서울특별시 강남구 논현로149길 54 (논현동,지상1층)",영동명품세탁소,202069.554033811    ,446111.486626047    
서울특별시 강남구 논현동 174-7,서울특별시 강남구 논현로119길 17 (논현동),현대,202681.957444983    ,445310.988623806    
서울특별시 강남구 삼성동 123-4,서울특별시 강남구 삼성로107길 31 (삼성동),서울세탁소,204488.605798143    ,445396.762504462    
서울특별시 송파구 방이동 193-31,서울특별시 송파구 양재대로71길 36 (방이동),캠브리지세탁,210821.88195506     ,445490.718810581    
서울특별시 송파구 문정동 7,서울특별시 송파구 송이로28길 9 (문정동),큐,211105.493085487    ,443095.853323074    
서울특별시 송파구 잠실동 44-3,"서울특별시 송파구 석촌호수로 135, 209,210호 (잠실동, 레이크팰리스 상가)",레이크팰리스 세탁소,208105.938904596    ,445043.97737109     
서울특별시 송파구 풍납동 401-1,"서울특별시 송파구 올림픽로47길 9, 9호 (풍납동)",쌍용 세탁,210334.58191272     ,447229.829463482    
서울특별시 송파구 풍납동 413-1 현대(아)상가,"서울특별시 송파구 올림픽로 525 (풍납동,현대(아)상가)",현대세탁,210440.282511104    ,447466.879214999    
서울특별시 송파구 가락동 185-5,서울특별시 송파구 문정로11길 12 (가락동),국제세탁,211834.079335928    ,443488.453242124    
서울특별시 송파구 방이동 141-6 지상1층,"서울특별시 송파구 오금로23길 25, 지상1층 (방이동)",현대세탁,210247.704064266    ,445407.250335161    
서울특별시 송파구 방이동 166-18,서울특별시 송파구 가락로42길 13 (방이동),이태리세탁,210645.909994655    ,445563.528704879    
서울특별시 송파구 삼전동 34-4,서울특별시 송파구 백제고분로22길 22 (삼전동),수경사,207754.944944432    ,444423.821030541    
서울특별시 송파구 방이동 89 올림픽(아) F상가 102호,"서울특별시 송파구 양재대로 1218 (방이동,올림픽(아) F상가 102호)",그린세탁,211986.297245596    ,446156.529775445    
서울특별시 송파구 방이동 89 올림픽(아) 프라자상가 3층2호,"서울특별시 송파구 양재대로 1218 (방이동,올림픽(아) 프라자상가 3층2호)",프라자세탁,211986.297245596    ,446156.529775445    
서울특별시 송파구 풍납동 228-4,서울특별시 송파구 풍성로14길 14 (풍납동),유림사,210194.323888361    ,447906.297359597    
서울특별시 송파구 잠실동 101-1 우성상가 311호,"서울특별시 송파구 올림픽로4길 48 (잠실동, 우성아파트 프리마상가311호)",삼양세탁,206397.34797252     ,444963.233863255    
서울특별시 송파구 가락동 140 쌍용(아)27동 202호,"서울특별시 송파구 동남로 189 (가락동, 가락쌍용아파트27동202호)",미래,211259.909777857    ,443711.702922024    
서울특별시 관악구 봉천동 692-7,"서울특별시 관악구 당곡2길 14, 1층 (봉천동)",백마사,193725.543987399    ,443161.514841219    
서울특별시 관악구 봉천동 1500,서울특별시 관악구 보라매로6길 33 (봉천동),왕성세탁,193635.584969735    ,443437.692580028    
서울특별시 관악구 신림동 92-285,서울특별시 관악구 신림로 224 (신림동),빨리셀프크리닝,194330.049596207    ,441712.378175578    
서울특별시 관악구 남현동 602-182 A동 B101호,"서울특별시 관악구 승방길 27, A동 지1층 B101호 (남현동)",한국세탁소,198206.437327566    ,441254.586829678    
서울특별시 관악구 봉천동 1708-1 두산아파트,"서울특별시 관악구 은천로 92, 두산아파트 상가2동 1층 120,121호 (봉천동)",서광세탁,195084.631134892    ,442661.670322754    
서울특별시 관악구 봉천동 921-3 1층,"서울특별시 관악구 청룡4길 28, 1층 (봉천동)",최신사,195033.308301004    ,442094.857550487    
서울특별시 관악구 신림동 496-37 1층,"서울특별시 관악구 신사로14길 19 (신림동,1층)",진성 크린,192546.741986263    ,442849.18037902     
서울특별시 관악구 봉천동 908-31,서울특별시 관악구 양녕로1길 28 (봉천동),민경세탁,195067.084060535    ,442385.180103819    
서울특별시 관악구 봉천동 1706 봉천우성(아)상가동 214호,"서울특별시 관악구 관악로30길 12 (봉천동,봉천우성(아)상가동 214호)",우성세탁소,196350.708293561    ,442532.440501316    
서울특별시 관악구 신림동 1727 임광관악파크 105동 지하204호,"서울특별시 관악구 난곡로 167, 105동 지하204호 (신림동,임광관악파크)",임광세탁,192773.751831861    ,440839.689205962    
서울특별시 관악구 신림동 675-167,서울특별시 관악구 난향길 38 (신림동),샤론사,192584.881292257    ,440101.356983392    
서울특별시 관악구 봉천동 969-1,서울특별시 관악구 봉천로17길 7 (봉천동),경일사,193904.479934241    ,442899.764933       
"서울특별시 관악구 봉천동 179-58 현대아파트상가 6.7호(A상가 1층 1-6호,1-7호)","서울특별시 관악구 인헌길 68 (봉천동,현대아파트상가 6.7호(A상가 1층 1-6호,1-7호))",현대세탁,196955.001439946    ,441135.1517822      
서울특별시 관악구 봉천동 100-125,"서울특별시 관악구 행운1라길 60, 102호 (봉천동)",현대세탁,196244.529387362    ,442144.530301091    
서울특별시 관악구 신림동 1533-3,서울특별시 관악구 신림로23길 34 (신림동),월풀빨래방,194147.629656623    ,440818.646959829    
서울특별시 관악구 봉천동 1712-1 관악드림타운아파트 분산상가동 101호,"서울특별시 관악구 구암길 98, 관악드림타운아파트 분산상가동 101호 (봉천동)",래미안,195345.358939177    ,443273.487218185    
서울특별시 관악구 봉천동 1000 현대상가 2동 109호,"서울특별시 관악구 관악로 306, 2동 109호 (봉천동, 현대상가)",백양크리닝,196257.833652996    ,443341.379446435    
서울특별시 강남구 역삼동 836 (한스빌 상가 110호),"서울특별시 강남구 도곡로3길 26 (역삼동,(한스빌 상가 110호))",한스빌세탁,202848.593053737    ,443308.665416465    
서울특별시 강남구 일원동 718 (샘터상가 109호),"서울특별시 강남구 일원로 120 (일원동,(샘터상가 109호))",샘터 현대세탁,207236.90497706     ,442456.711327751    
서울특별시 강남구 청담동 98-1,서울특별시 강남구 도산대로75길 6 (청담동),리베라세탁,204019.298675999    ,446937.060911948    
서울특별시 강남구 대치동 911-23,서울특별시 강남구 삼성로71길 34 (대치동),비젼세탁소,204892.35607917     ,444383.883074109    
서울특별시 강남구 논현동 73-8,서울특별시 강남구 도산대로34길 30 (논현동),영크리닝,202705.455616478    ,446239.680786344    
서울특별시 강남구 일원동 661-5,"서울특별시 강남구 양재대로43길 20, 지상1층 (일원동)",삼성드라이크리닝,207452.861938074    ,443238.385435928    
서울특별시 강남구 역삼동 651-19 (1층),"서울특별시 강남구 언주로107길 48 (역삼동,(1층))",백양세탁소,203057.854668681    ,444976.940385804    
서울특별시 강남구 역삼동 796 1층 2호,"서울특별시 강남구 논현로67길 17 (역삼동,1층 2호)",조일사 세탁소,203339.316739113    ,443516.617800203    
서울특별시 강남구 청담동 127-31 현대상가지하1층2-2호,"서울특별시 강남구 도산대로101길 29 (청담동,현대상가지하1층2-2호)",현대세탁,204621.498819992    ,447188.287243136    
서울특별시 강남구 청담동 134-20 201호,"서울특별시 강남구 학동로101길 26, 201호 (청담동)",프로세탁,205034.15838707     ,446675.932361885    
서울특별시 강남구 역삼동 720-25 지상1층4호,"서울특별시 강남구 언주로 427 (역삼동,지상1층4호)",디오빌세탁,203705.022134018    ,444361.30601261     
서울특별시 강남구 역삼동 691-0 지하1층,"서울특별시 강남구 봉은사로48길 46 (역삼동,지하1층)",조은세탁,203729.210800701    ,444961.157443373    
서울특별시 송파구 신천동 11-9 한신오피스텔 지상1층 136호,"서울특별시 송파구 올림픽로35가길 11 (신천동, 한신오피스텔지상1층136호)",자연과 사람을 위한 세탁,209140.885315651    ,446042.592367722    
서울특별시 송파구 신천동 11-8 더샵스타리버B-1  127호,"서울특별시 송파구 올림픽로35길 93 (신천동,더샵스타리버B-1  127호)",포스코명품세탁소,209160.342515348    ,446201.867636819    
서울특별시 송파구 문정동 29,"서울특별시 송파구 동남로6길 12, 1층 3호 (문정동)",새로나세탁소,210939.779013793    ,443013.216501314    
서울특별시 송파구 거여동 294 거여5단지상가 지상1층101호,"서울특별시 송파구 양산로4길 16 (거여동,거여5단지상가 지상1층101호)",그린세탁소,212782.077867109    ,442975.231990698    
서울특별시 송파구 잠실동 295-5,"서울특별시 송파구 백제고분로12길 8, 104호 (잠실동)",유미,207076.817630991    ,444821.065944761    
서울특별시 송파구 오금동 11 현대백조아파트,"서울특별시 송파구 양재대로72길 15, 현대백조아파트 2동 1층 103호 (오금동)",서울세탁소,211358.758041198    ,445248.724359252    
서울특별시 송파구 석촌동 58-24 지상1층,"서울특별시 송파구 백제고분로36가길 15 (석촌동,지상1층)",크린토피아잠실지사,208920.64415948     ,444699.745659167    
서울특별시 송파구 방이동 39-2 신동아타워 지상1층 105호,"서울특별시 송파구 오금로11길 33, 지상1층 105호 (방이동, 신동아타워)",신동아명품세탁소,209708.127928039    ,445937.543455637    
"서울특별시 송파구 잠실동 19-9 잠실파인애플상가 지하1층 A60,A61호","서울특별시 송파구 올림픽로 119 (잠실동,잠실파인애플상가 지하1층 A60,A61호)",파인애플세탁소,207373.50021477     ,445545.656024061    
"서울특별시 송파구 신천동 17-4 파크리오상가A동 지하115,116호","서울특별시 송파구 올림픽로 435 (신천동,파크리오상가A동 지하115,116호)",명품세탁소,209151.713940169    ,446519.612162961    
서울특별시 송파구 석촌동 155-2 지상1층,"서울특별시 송파구 석촌호수로18길 15, 지상1층 (석촌동)",백양드라이크리닝,208898.516315598    ,444831.618104023    
서울특별시 송파구 신천동 20-6 파크리오,"서울특별시 송파구 올림픽로35길 10, 상가B동 지하 118,145,146호 (신천동, 파크리오)",노블레스 명품세탁,209933.823276344    ,446455.526715924    
서울특별시 송파구 오금동 87-10,"서울특별시 송파구 중대로38길 18, 지하1층 (오금동)",(주)송파오금크린토피아,211826.68000214     ,444929.825011576    
서울특별시 송파구 풍납동 269-10,"서울특별시 송파구 토성로6길 8, 1층 (풍납동)",참 좋은 세탁,209884.335708781    ,447565.432250402    
서울특별시 송파구 오금동 146-5 지상 1층,"서울특별시 송파구 문정로19길 9 (오금동,지상 1층)",벧엘 세탁,212333.678772284    ,444120.516033919    
서울특별시 송파구 잠실동 19-9 파인애풀상가 2층,"서울특별시 송파구 올림픽로 119 (잠실동,파인애풀상가 2층)",호텔명품세탁소,207373.50021477     ,445545.656024061    
서울특별시 송파구 마천동 87-17,"서울특별시 송파구 마천로51가길 43-6, 1층 (마천동)",거성세탁소,213152.75570926     ,444160.193027127    
서울특별시 관악구 신림동 1686 쌍용상가,"서울특별시 관악구 미성길 122 (신림동,쌍용상가)",쌍용세탁,192124.872482217    ,441111.187331377    
서울특별시 관악구 신림동 1481-21,서울특별시 관악구 난곡로63가길 30 (신림동),영광사,192338.072656792    ,441952.418498311    
서울특별시 관악구 봉천동 1718 벽산블루밍아파트 제1상가동 317호,"서울특별시 관악구 은천로 93, 제1상가동 3층 317호 (봉천동, 벽산블루밍아파트)",벽산종합세탁,195045.515107949    ,443011.455007816    
서울특별시 관악구 봉천동 1717-3 관악푸르지오상가 306호,"서울특별시 관악구 청림6길 3 (봉천동,관악푸르지오상가 306호)",푸르지오세탁소,196384.544308046    ,442822.980265735    
서울특별시 관악구 봉천동 1684-1 금강맨션,"서울특별시 관악구 행운4길 50, 지1층 (봉천동, 금강맨션)",태양세탁,196557.94122929     ,441873.123717754    
서울특별시 관악구 신림동 1730 신림푸르지오(아)상가103호,"서울특별시 관악구 남부순환로 1430 (신림동,신림푸르지오(아)상가103호)",푸르지오컴퓨터크리닝,192012.500669524    ,441885.529640794    
서울특별시 강남구 청담동 131-15 지상1층106호,"서울특별시 강남구 영동대로138길 9 (청담동,지상1층106호)",백양세탁,204906.73806943     ,446766.370443172    
서울특별시 강남구 대치동 902-0 포스코더샵상가동지상2층205호,"서울특별시 강남구 삼성로 417 (대치동,포스코더샵상가동지상2층205호)",백조세탁소,204974.003631891    ,444639.658255397    
서울특별시 강남구 수서동 716 한신싸이록스 서관 지하1층,"서울특별시 강남구 광평로 295 (수서동,한신싸이록스 서관 지하1층)",한신세탁소,209144.783150288    ,442922.611326787    
서울특별시 강남구 대치동 63 우성(아)상가201,"서울특별시 강남구 영동대로 230 (대치동,우성(아)상가201)",금강세탁소,206043.965959549    ,444226.948191583    
서울특별시 강남구 논현동 159-17,"서울특별시 강남구 학동로6길 52, 1층 102호 (논현동)",백조세탁소,202275.987450795    ,445211.283189147    
서울특별시 강남구 개포동 1230-7 1층,"서울특별시 강남구 논현로16길 23 (개포동,1층)",현대컴퓨터세탁소,204175.934077789    ,441644.279078333    
서울특별시 강남구 청담동 132-3 청담상가,"서울특별시 강남구 학동로101길 33, 청담상가 지상1층 3호 (청담동)",홍실프로세탁,204939.386111111    ,446688.30288317     
서울특별시 강남구 논현동 241-1 강남파라곤S307호,"서울특별시 강남구 학동로 338 (논현동,강남파라곤S307호)",파라곤 명품세탁,203478.848090516    ,446036.594200092    
서울특별시 강남구 신사동 666-1,서울특별시 강남구 도산대로53길 22 (신사동),주식회사 노블레스유,203352.66325146     ,446923.038830414    
서울특별시 송파구 석촌동 272-18,서울특별시 송파구 가락로15길 3 (석촌동),수지세탁,209344.465747481    ,444346.512002985    
서울특별시 송파구 마천동 167-6 1층동,"서울특별시 송파구 성내천로34가길 3, 1층동 (마천동)",효성세탁,213455.869154313    ,444070.893749145    
서울특별시 송파구 문정동 72-3,"서울특별시 송파구 새말로8길 14 (문정동, 건영아파트)",퍼펙트세탁소,211049.287447183    ,442171.661862666    
서울특별시 송파구 거여동 291,"서울특별시 송파구 양산로8길 18 (거여동, 거여2단지아파트)",VIP대형 세탁소,212862.73508821     ,443134.847566929    
서울특별시 송파구 문정동 81-5 (1층),"서울특별시 송파구 새말로10길 7 (문정동,(1층))",동남세탁,211211.107086635    ,442238.066971295    
서울특별시 송파구 잠실동 218-17 (1층),"서울특별시 송파구 석촌호수로12길 35-1 (잠실동,(1층))",백양사,207223.253818941    ,445143.771529554    
서울특별시 송파구 마천동 356-16,서울특별시 송파구 성내천로41길 10 (마천동),으뜸세탁소,213653.354731827    ,443872.953450959    
서울특별시 송파구 석촌동 55-14 지상1층,"서울특별시 송파구 석촌호수로18길 14, 지상1층 (석촌동)",뉴스타세탁소,208868.915206729    ,444835.662848076    
서울특별시 송파구 잠실동 27-2 상가2층,"서울특별시 송파구 잠실로 15 (잠실동,상가2층)",월드세탁소,208194.202952444    ,446000.543751385    
서울특별시 송파구 방이동 212-8 코오롱아파트B상가 203호,"서울특별시 송파구 오금로31길 27 (방이동,코오롱아파트B상가 203호)",코오롱사,210749.224970991    ,445161.258714865    
서울특별시 관악구 신림동 1429-55 1층,"서울특별시 관악구 봉천로8길 25 (신림동,1층)",화이트세탁소,193485.359576517    ,442907.565997245    
서울특별시 관악구 봉천동 196-247,서울특별시 관악구 낙성대역길 71 (봉천동),백성세탁,196652.336117235    ,441423.8995905      
서울특별시 관악구 신림동 758,서울특별시 관악구 문성로16가길 39 (신림동),미성세탁,192385.262851284    ,441477.377550734    
서울특별시 관악구 봉천동 1718 벽산블루밍아파트,"서울특별시 관악구 은천로 95, 벽산블루밍아파트 1상가 501동 3층 307호 (봉천동)",엘림,195045.515107949    ,443011.455007816    
서울특별시 관악구 봉천동 1562-32,서울특별시 관악구 청룡길 64 (봉천동),풍림,195124.195142531    ,441866.856627108    
서울특별시 관악구 봉천동 1707 은천(아)상가 0동 203호,"서울특별시 관악구 인헌12길 46-2, 0동 203호 (봉천동,은천(아)상가)",은천,196821.205189853    ,441024.17031497     
서울특별시 관악구 봉천동 457-324 지하1층,"서울특별시 관악구 은천로 133, 지하1층 (봉천동)",덕성빨래방,195519.715669149    ,442732.956116344    
서울특별시 관악구 봉천동 63-19,서울특별시 관악구 행운1길 85 (봉천동),원당세탁,196041.317689947    ,442248.678442365    
서울특별시 관악구 신림동 306-78,서울특별시 관악구 호암로18길 4 (신림동),대성컴퓨터크리닝,193897.406494013    ,440358.537758338    
서울특별시 관악구 신림동 1436-4,서울특별시 관악구 신림동5길 28 (신림동),세탁천국,193507.280112401    ,442639.897579455    
서울특별시 관악구 봉천동 1712 관악드림타운 주상가 0동 207호,"서울특별시 관악구 성현로 80, 0동 207호 (봉천동,관악드림타운 주상가)",싸이버,195563.161650411    ,443064.437566493    
서울특별시 관악구 봉천동 870-13 신원메트빌 0동 113호,"서울특별시 관악구 남부순환로 1811, 0동 113호 (봉천동,신원메트빌)",신원,195635.738009117    ,442172.892032644    
서울특별시 관악구 봉천동 1698-1 보라매삼성아파트상가 0동 206호,"서울특별시 관악구 보라매로 62, 0동 206호 (봉천동,보라매삼성아파트상가)",삼성세탁소,193578.742465284    ,443547.049696825    
서울특별시 관악구 봉천동 867-10,서울특별시 관악구 관악로15길 23-16 (봉천동),한울세탁,195572.774825165    ,441942.462369482    
서울특별시 관악구 신림동 1735-3 아파트상가308,"서울특별시 관악구 난곡로 53 (신림동,아파트상가308)",명품한화세탁소,192795.435013527    ,439787.715563055    
서울특별시 관악구 신림동 403-9,서울특별시 관악구 양산길 1 (신림동),현대화이트,194034.234241893    ,441329.366705286    
서울특별시 관악구 신림동 122-29,"서울특별시 관악구 신림로14길 22, 1층 (신림동)",서림명품세탁,194457.767266752    ,441071.548662168    
서울특별시 관악구 신림동 1694 신림현대종합상가 상가A동 306호,"서울특별시 관악구 신림로29길 3-20, 신림현대종합상가 상가A동 306호 (신림동)",그린세탁,193957.944323928    ,441437.774867372    
서울특별시 강남구 역삼동 693-25,서울특별시 강남구 봉은사로50길 46 (역삼동),선능세탁소,203878.554686579    ,445033.050587625    
서울특별시 강남구 신사동 556-20 지상1층,"서울특별시 강남구 논현로157길 31 (신사동,지상1층)",백조세탁,202201.730767321    ,446629.846894083    
서울특별시 강남구 논현동 105 동현상가 3층 301호,"서울특별시 강남구 언주로146길 18 (논현동,동현상가 3층 301호)",동현세탁,203163.691674895    ,446347.49488628     
서울특별시 강남구 도곡동 547-10,"서울특별시 강남구 도곡로14길 9, 지상1층 102호 (도곡동)",유미세탁,203226.055          ,443139.680000001    
서울특별시 강남구 삼성동 40-8 지상1층,"서울특별시 강남구 봉은사로59길 12 (삼성동,지상1층)",현대세탁소,203985.637570689    ,445510.966514155    
서울특별시 강남구 청담동 30-33 대림(아)상가 1층 101호,"서울특별시 강남구 학동로77길 27 (청담동,대림(아)상가 1층 101호)",양지세탁소,204159.120759696    ,446475.557022731    
서울특별시 강남구 신사동 525-4,서울특별시 강남구 압구정로4길 13 (신사동),성훈세탁,201726.400762782    ,446630.430393152    
서울특별시 강남구 청담동 26-20 지하1층101호,"서울특별시 강남구 학동로59길 35 (청담동,지하1층101호)",양지세탁전문점,203856.130848704    ,446386.037797147    
서울특별시 강남구 개포동 14-1 대청프라자 1층111호,"서울특별시 강남구 개포로109길 34 (개포동,대청프라자 1층111호)",대청세탁소,206794.144841917    ,443559.617899002    
"서울특별시 강남구 논현동 58-2 ,2층 217호","서울특별시 강남구 학동로 165 (논현동,,2층 217호)",디오빌 세탁소,202484.065140723    ,445740.326734106    
서울특별시 강남구 대치동 890-59 롯데골드로즈 지상3층 318호,"서울특별시 강남구 선릉로86길 31 (대치동,롯데골드로즈 지상3층 318호)",마스터세탁,204536.822020513    ,444660.784269339    
서울특별시 강남구 대치동 506,"서울특별시 강남구 삼성로 151, 지하1층 1호 (대치동)",선경크린월드,205463.235011635    ,443326.747132135    
서울특별시 송파구 오금동 165 상아아파트 상가2층202호,"서울특별시 송파구 오금로 407 (오금동,상아아파트 상가2층202호)",상아세탁소,212020.879871583    ,443978.656400094    
서울특별시 송파구 잠실동 101-1 우성(아) B상가 3층,"서울특별시 송파구 올림픽로4길 40 (잠실동, 우성아파트B상가3층)",서울세탁소,206397.34797252     ,444963.233863255    
"서울특별시 송파구 잠실동 85 아시아선수촌상가 263,264,270호","서울특별시 송파구 올림픽로4길 17 (잠실동,아시아선수촌상가 263,264,270호)",현대세탁소,206726.499021996    ,445188.639267934    
"서울특별시 송파구 잠실동 85 아시아선수촌상가 236,237,238호","서울특별시 송파구 올림픽로4길 17 (잠실동,아시아선수촌상가 236,237,238호)",학사세탁소,206726.499021996    ,445188.639267934    
서울특별시 송파구 가락동 96-1 가락우성아파트,"서울특별시 송파구 송파대로32길 8, 1층 16호, 17호 (가락동, 가락우성아파트)",New 궁전,210347.070743819    ,443830.404153393    
서울특별시 송파구 송파동 10-7,"서울특별시 송파구 백제고분로41길 33, 1층 (송파동)",황제세탁,209331.085732361    ,445156.584105605    
서울특별시 송파구 석촌동 285 한솔(아)상가102호,"서울특별시 송파구 가락로11길 36 (석촌동, 잠실한솔아파트상가102호)",한솔세탁,209183.020364809    ,444605.102413775    
서울특별시 송파구 잠실동 40,"서울특별시 송파구 올림픽로 212, 지하1층 120호 (잠실동, 갤러리아팰리스)",갤러리아 항균세탁,208233.926974585    ,445435.257647797    
서울특별시 송파구 송파동 163-1 1층,"서울특별시 송파구 송이로 19 (송파동,1층)",모아모아세탁,210223.218491189    ,444582.734842114    
서울특별시 송파구 방이동 89-18 올림픽아파트 디상가 104호,"서울특별시 송파구 양재대로 1218 (방이동,올림픽아파트 디상가 104호)",올림픽세탁소,211749.697770638    ,445385.082559283    
서울특별시 송파구 잠실동 40 갤러리아팰리스 2층 15호,"서울특별시 송파구 올림픽로 212 (잠실동,갤러리아팰리스 2층 15호)",성은사,208233.926974585    ,445435.257647797    
서울특별시 송파구 가락동 46,서울특별시 송파구 오금로34길 51 (가락동),프로세탁,210729.788797009    ,444138.294943841    
서울특별시 송파구 삼전동 106,서울특별시 송파구 백제고분로27길 24 (삼전동),화이트 세탁,208200.609210951    ,444774.538216289    
서울특별시 송파구 거여동 135-8,서울특별시 송파구 오금로53길 38 (거여동),에덴세탁소,212645.771257875    ,443931.028648751    
서울특별시 송파구 방이동 161-5,서울특별시 송파구 가락로40길 9 (방이동),팔팔세탁소,210546.9652719      ,445449.051716058    
서울특별시 송파구 오금동 19 대림아파트B상가 101호,"서울특별시 송파구 마천로7길 6, 101호 (오금동, 대림아파트B상가)",대림세탁,211294.712229733    ,445114.439867921    
서울특별시 송파구 가락동 5-16,"서울특별시 송파구 오금로34길 12-8, 1층 (가락동)",백옥세탁소,210914.755          ,444513.935          
서울특별시 관악구 신림동 1730-0 신림푸르지오아파트 상가동 101호,"서울특별시 관악구 남부순환로 1430 (신림동,신림푸르지오아파트 상가동 101호)",대우세탁소,192012.500669524    ,441885.529640794    
서울특별시 관악구 봉천동 1536-7,"서울특별시 관악구 쑥고개로 29 (봉천동, 제1동 지상1층)",우림세탁소,194620.639602605    ,441830.934519695    
서울특별시 관악구 봉천동 180-101 지1,"서울특별시 관악구 인헌길 98 (봉천동,지1)",인헌세탁,197027.097780793    ,441015.069437276    
서울특별시 관악구 신림동 220-20,서울특별시 관악구 신림로3가길 45-5 (신림동),프로세탁소,194818.940972785    ,440723.826806097    
"서울특별시 관악구 신림동 1435-2 , 1층","서울특별시 관악구 신림동5길 36 (신림동,, 1층)",월풀세탁빨래방,193515.281081931    ,442607.550362732    
서울특별시 관악구 신림동 103-33,서울특별시 관악구 서림3길 27 (신림동),백양세탁소,194642.741636823    ,441216.853785375    
서울특별시 관악구 봉천동 877-1 (1층),"서울특별시 관악구 관악로15길 39 (봉천동,(1층))",민강,195521.566309148    ,442015.719738593    
서울특별시 관악구 신림동 251-2,"서울특별시 관악구 대학7길 21, 1층 (신림동)",대성세탁소,194522.833805246    ,440704.028535667    
서울특별시 관악구 신림동 96-107 1층,"서울특별시 관악구 서림길 29, 1층 (신림동)",젤죤사,194456.838736005    ,441409.531933051    
서울특별시 관악구 신림동 464-5 지하1층,"서울특별시 관악구 남부순환로 1555, 지하1층 (신림동)",문화기업,193143.169861662    ,442391.942626496    
서울특별시 관악구 봉천동 7-312 동아타운21 215호,"서울특별시 관악구 관악로37길 15, 2층 215호 (봉천동, 동아타운21)",핑클세탁소,196140.260379618    ,442971.065859133    
서울특별시 관악구 봉천동 967-1,서울특별시 관악구 봉천로23길 7 (봉천동),백광사,194193.380237246    ,442748.237174904    
서울특별시 관악구 봉천동 1000 상가동 216호,서울특별시 관악구 관악로 306 (봉천동),명품현대 세탁소,196257.833652996    ,443341.379446435    
서울특별시 관악구 신림동 1413-25 1층,"서울특별시 관악구 신림로66길 54, 1층 (신림동)",믿음세탁,193978.133840758    ,442618.768736291    
서울특별시 관악구 봉천동 1644-31 101호,"서울특별시 관악구 인헌3길 31, 101호 (봉천동)",제일세탁,197148.658582886    ,441337.010768655    
서울특별시 강동구 고덕동 693 고덕그라시움(제2상가),"서울특별시 강동구 고덕로79길 29, 고덕그라시움(제2상가) 1층 101호 (고덕동)",그라시움 세탁,214299.644266879    ,450637.954760292    
서울특별시 강남구 역삼동 761-2 1층,"서울특별시 강남구 언주로70길 10 (역삼동,1층)",대영세탁소,204031.144886695    ,443860.841282109    
서울특별시 강남구 개포동 653 현대1차(아)2층205호,"서울특별시 강남구 개포로 303 (개포동,현대1차(아)2층205호)",디올세탁소,204744.027761002    ,442276.695989589    
서울특별시 강남구 대치동 316-0 은마상가.지하5호,"서울특별시 강남구 삼성로 212 (대치동,은마상가.지하5호)",은마세탁소,205707.089399978    ,443914.194133105    
서울특별시 강남구 논현동 193-27 1층3호,"서울특별시 강남구 논현로111길 22 (논현동,1층3호)",삼오세탁소,202732.376433201    ,445028.266700829    
서울특별시 강남구 도곡동 467-24 우성캐릭터 지하1층5호,"서울특별시 강남구 언주로 118 (도곡동,우성캐릭터 지하1층5호)",일광세탁소,204518.8799802      ,442703.584823804    
서울특별시 강남구 개포동 185 지하1층,"서울특별시 강남구 개포로 516 (개포동,지하1층)",백양세탁소,206268.492052568    ,442966.573597189    
서울특별시 강동구 천호동 571 래미안강동팰리스,"서울특별시 강동구 천호대로 1077, 103동 206호 (천호동, 래미안강동팰리스)",래미안팰리스,211593.934605677    ,448339.419070414    
서울특별시 성동구 성수동2가 280-36 효진빌딩,"서울특별시 성동구 광나루로 280, 효진빌딩 지하1~지상4층 (성수동2가)",의식주컴퍼니,205308.123712592    ,449531.901417478    
