기관명,병원분류명,주소,병원경도,병원위도
굿데이이비인후과의원,의원,"서울특별시 성북구 돌곶이로 25, 2층 (석관동, 씨티홈)",127.061035323304,37.6066554073871
굿드림치과의원,치과의원,"서울특별시 강서구 공항대로 237, 3층 310,311,312호 (마곡동)",126.833912548403,37.5594526887597
굿라인성형외과의원,의원,"서울특별시 강남구 압구정로28길 25, 2층 (신사동)",127.027837746706,37.5248243999828
굿모나의원,의원,"서울특별시 강남구 논현로 843, EGI빌딩 지하1층 1층 (신사동)",127.027758806248,37.5239684663137
굿모닝내과의원,의원,"서울특별시 강북구 한천로105길 7, 2층 (번동)",127.047146213023,37.6261747457056
굿모닝뉴욕치과의원,치과의원,"서울특별시 중랑구 면목로 305, 302호 (면목동)",127.08745637154392,37.57967808573866
고내과의원,의원,서울특별시 강동구 구천면로 232 (천호동),127.130302232039,37.5411461715748
굿모닝라이프소아청소년과의원,의원,"서울특별시 강남구 선릉로129길 22, 고영빌딩 2층 (논현동)",127.039671781477,37.5161350791784
강남턱치과의원,치과의원,"서울특별시 서초구 사임당로 180 , 2층",127.02926922056264,37.49257817459575
굿모닝마취통증의학과의원,의원,"서울특별시 중랑구 사가정로 384, 2층 201호 (면목동)",127.087203744311,37.5805476991971
굿모닝박내과의원,의원,"서울특별시 동대문구 천호대로 425, 4층 (장안동)",127.066468745001,37.5618156326667
갑을한의원,한의원,"서울특별시 강서구 양천로 510, 202호 (등촌동, 현대프린스텔)",126.8563378674,37.5601164064
굿모닝소아청소년과의원,의원,"서울특별시 노원구 동일로204가길 12, 홈플러스 지하2층 (중계동)",127.068668049616,37.6398580838556
굿모닝안과의원,의원,서울특별시 강동구 천호대로 1006 (성내동),127.123788971242,37.5380513979559
굿모닝요양병원,요양병원,"서울특별시 성동구 천호대로 436, 2~7층 (용답동)",127.067209310104,37.5606915805644
굿모닝의원,의원,서울특별시 강서구 공항대로 437 (등촌동),126.855914666721,37.5549540812369
굿모닝의원,의원,"서울특별시 광진구 자양로9길 77, 4층 (자양동)",127.08121682269,37.5317744990336
굿모닝의원,의원,"서울특별시 강동구 올림픽로 654, 삼영빌딩 3층 1호 (천호동)",127.124139296588,37.5398393342528
굿모닝의원,의원,"서울특별시 강남구 삼성로 212 (대치동, 은마상가 A블럭 212-1)",127.06351832329554,37.49514340682492
굿모닝의원,의원,"서울특별시 송파구 마천로41길 20 (마천동, 2층)",127.149631601697,37.4969665742871
굿모닝이비인후과의원,의원,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오 하비오타워 법조대로 205동 304호)",127.124979804141,37.4796870553794
굿모닝이비인후과의원,의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 227, 249호 (길음동, 길음역롯데캐슬트윈골드아파트)",127.023437392228,37.603785604914
굿모닝재활의학과의원,의원,"서울특별시 영등포구 도신로 87, 4층 (도림동, 엠&디클리닉)",126.90187391355,37.5072059097364
굿모닝정신과의원,의원,"서울특별시 광진구 아차산로 220, 203호 (자양동)",127.067657144585,37.5406341134418
굿모닝정형외과의원,의원,"서울특별시 강북구 도봉로 190 (미아동, 비전빌딩)",127.027000082119,37.6258982556346
굿모닝차내과의원,의원,"서울특별시 송파구 동남로 317, 301호 (오금동, 한두리타워)",127.13815553218,37.5038508086407
굿모닝치과의원,치과의원,"서울특별시 동대문구 망우로 78, 2층 (휘경동)",127.06217365798464,37.58978121908012
굿모닝치과의원,치과의원,"서울특별시 서대문구 통일로 484, 2층 274호 (홍제동)",126.94304229044,37.5916315313704
강일서울산부인과의원,의원,서울특별시 강동구 아리수로 427 (강일동),127.174603355856,37.5649623335076
굿모닝치과의원,치과의원,"서울특별시 동작구 사당로 279, 3층 (사당동)",126.978469376611,37.4844375203764
굿모닝치과의원,치과의원,"서울특별시 은평구 통일로 861, 5층 (갈현동, 범일빌딩)",126.920232187544,37.61980506305
굿모닝치과의원,치과의원,"서울특별시 중랑구 동일로 909, 2층 (묵동)",127.077258085899,37.6114994412906
강남메디케어의원,의원,"서울특별시 강남구 강남대로 478, 제우빌딩 6층일부 (논현동)",127.024669466556,37.5051062753525
굿모닝치과의원,치과의원,서울특별시 광진구 아차산로34길 5-3 (자양동),127.06992901323,37.5398117088353
굿모닝치과의원,치과의원,"서울특별시 성북구 돌곶이로23길 3, 삼형빌딩 2층 (석관동)",127.05759694863,37.6099324123495
굿모닝치과의원,치과의원,"서울특별시 도봉구 도봉로 733, 2,3층 (도봉동)",127.043304550233,37.669923827815
굿모닝치과의원,치과의원,"서울특별시 송파구 올림픽로35길 112, 장미아파트 B상가 2동 207호 (신천동)",127.101917258808,37.5178866228576
굿모닝치과의원,치과의원,"서울특별시 서초구 매헌로 34, 5층 (양재동)",127.034788800906,37.4640358539535
굿모닝치과의원,치과의원,서울특별시 용산구 이촌로 264,126.976133728575,37.5190291185881
굿모닝플러스외과의원,의원,서울특별시 성북구 종암로 120 (종암동),127.034438699327,37.6010215520111
가고싶은치과의원,치과의원,"서울특별시 강남구 선릉로 427, 2층 (역삼동, 효제빌딩)",127.0493136089,37.5030592224
굿모닝플러스의원,의원,"서울특별시 관악구 난곡로31길 5, 2층 (신림동, 성수빌딩)",126.919603680139,37.4713097420544
굿모닝플러스치과의원,치과의원,서울특별시 강서구 양천로 628 (염창동),126.867326788081,37.5539157220433
굿모닝한의원,한의원,"서울특별시 은평구 통일로 741, 신흥빌딩 4층 404호 (대조동)",126.92855227438552,37.61141624445394
굿모닝함운외과의원,의원,"서울특별시 광진구 천호대로 653, 3층 (중곡동)",127.089651674655,37.5528436733499
굿본재활의학과의원,의원,"서울특별시 송파구 위례광장로 230, 제상가3 제C동 2층 203,205,206호 (장지동, 위례2차아이파크)",127.143533445087,37.478619812243
굿본재활의학과의원,의원,"서울특별시 강남구 테헤란로 316, 메트라이프타워 2층 (역삼동)",127.045537630336,37.5030781277393
굿본재활의학과의원,의원,"서울특별시 영등포구 국회대로66길 17, 성우빌딩 2, 3층 (여의도동)",126.919441281464,37.5285292728616
굿발란스 연세의원,의원,"서울특별시 서초구 강남대로 589, 4층 402호 (잠원동)",127.019386390307,37.5144406772564
굿본재활의학과의원가산점,의원,"서울특별시 금천구 가산디지털1로 19, 대륭테크노타운18차 203,204호 (가산동)",126.886513379294,37.4676069232137
굿본정형외과재활의학과의원,의원,"서울특별시 중구 을지로 100, 파인에비뉴 2,4층 (을지로2가)",126.988142568678,37.5656490167105
고려정형외과의원,의원,"서울특별시 서대문구 통일로 397, 지하3,4층 B304호,B415호 (홍제동, 인왕산 한신휴플러스)",126.947398082336,37.5851683009936
굿본정형외과재활의학과의원,의원,"서울특별시 마포구 양화로 156, LG팰리스빌딩 2층 204~207호 (동교동)",126.923446601456,37.5561130617043
굿센한의원,한의원,"서울특별시 송파구 올림픽로 212 (잠실동, 갤러리아팰리스상가)",127.0932963427842,37.51155572758887
굿아이금천이안과의원,의원,"서울특별시 금천구 시흥대로 214, 501호 (시흥동, 비즈메드)",126.901712234507,37.4530428916984
굿앤웰내과소아청소년과의원,의원,"서울특별시 송파구 올림픽로 212, 207호,208호 (잠실동, 갤러리아팰리스)",127.094231575378,37.5107067799275
굿이비인후과의원,의원,"서울특별시 구로구 디지털로34길 55, 코오롱싸이언스밸리2차 213,214호 (구로동)",126.899282125859,37.4842856391064
굿타이밍치과의원,치과의원,"서울특별시 구로구 개봉로 56, 2층 (개봉동)",126.856345223758,37.4906772205495
굿프렌즈치과의원,치과의원,"서울특별시 광진구 면목로 128, 4층 (중곡동)",127.080930080374,37.5648016070512
굿플란트치과의원,치과의원,"서울특별시 송파구 거마로 4, 4,5,6층 (거여동)[*미고시]",127.144860016213,37.493354261299
궁산부인과의원,의원,"서울특별시 동대문구 장한로 3, 승원빌딩 7층 (장안동)",127.064573772246,37.5621355469546
궁플란트치과의원,치과의원,"서울특별시 종로구 삼봉로 95, 307호 (견지동,대성스키이렉스)",126.982568392463,37.5723111874784
권가정의학과의원,의원,"서울특별시 영등포구 신풍로 28, 1층 132,133호 (신길동, 비스타동원)",126.911028107793,37.4999038440249
고려한의원,한의원,"서울특별시 강남구 압구정로29길 68, 2층 203호 (압구정동, 현대상가)",127.029186511113,37.5325363787069
권강진정형외과의원,의원,"서울특별시 성북구 보문로 94, 화성빌딩 2층 1~4호, 3층 1~2호 (보문동4가)",127.020603298681,37.583713478664
권경수내과의원,의원,"서울특별시 구로구 경인로40길 11, 202호 (개봉동, 영화아파트)",126.859422554119,37.4960567771925
권교선내과의원,의원,"서울특별시 성동구 장터길 34, 301호 (금호동4가, 남지나빌딩)",127.019612621523,37.5481743997868
권기익내과의원,의원,서울특별시 서초구 동작대로 108 (방배동),126.982616599369,37.4860911031957
가양중앙의원,의원,"서울특별시 강서구 허준로 139  (가양동, 강변아파트)",126.85323072541416,37.5639859079211
권내과의원,의원,"서울특별시 노원구 마들로 111, 나동 205호, 206호 (월계동, 삼호종합상가)",127.064778103315,37.6238343591525
권내과의원,의원,"서울특별시 강서구 강서로 56, 4층 (화곡동)",126.846398118766,37.5327749968198
권내과의원,의원,"서울특별시 양천구 신목로 33, 2층 (신정동,정암빌딩)",126.873578124045,37.5184620131529
권내과의원,의원,"서울특별시 영등포구 국회대로70길 22, 201호 (여의도동, 금강빌딩)",126.920622646202,37.528604315304
권소아과의원,의원,"서울특별시 광진구 아차산로 502, 진넥스오딧세이 302호 (광장동)",127.097232342773,37.5413567898085
권소아청소년과의원,의원,"서울특별시 은평구 응암로 308, 301호 (응암동)",126.921384169108,37.5986991732052
권소연산부인과의원,의원,"서울특별시 중구 다산로 185, 신흥빌딩 2층 201호 (신당동)",127.013443806995,37.5601736712129
훈훈한내과의원,의원,서울특별시 강동구 양재대로 1488 (길동),127.14057632813,37.5385752794508
권순종한의원,한의원,"서울특별시 도봉구 노해로69길 103, 202호 (창동, 동아청솔상가)",127.04936529741832,37.65687416034988
권승로한의원,한의원,"서울특별시 송파구 올림픽로 119 (잠실동,파인애플상가 4층 B018호)",127.08418842973086,37.5120856031269
권안과의원,의원,"서울특별시 종로구 종로 335-1, 4,5층 (창신동, 명제빌딩)",127.014647279406,37.573014341874
굿슬립신경과의원,의원,"서울특별시 강남구 논현로159길 17, 202호 (신사동)",127.026630225253,37.5229063541068
고영임안과의원,의원,서울특별시 광진구 뚝섬로 558 (자양동),127.071843016145,37.5341117330817
권영훈한의원,한의원,"서울특별시 송파구 올림픽로 289, 3층 (신천동, 시그마타워)",127.10258375748612,37.51458570172662
권오민마취통증의학과의원,의원,"서울특별시 노원구 동일로 1379, 5층 (상계동, 다모아빌딩)",127.060894004756,37.6518043505091
권오양치과의원,치과의원,서울특별시 강동구 성내로 70 (성내동),127.127457268601,37.5275228183839
권오정리얼뷰티의원,의원,서울특별시 강남구 선릉로86길 12 2층 (대치동),127.050886103084,37.5031065790694
권오택치과의원,치과의원,서울특별시 중구 을지로 154 (을지로4가),126.995021346148,37.5663235423139
권용만내과의원,의원,서울특별시 동대문구 한천로 89 (답십리동),127.063984681811,37.569580706757
권이비인후과의원,의원,서울특별시 마포구 신촌로 266-1 4층 (아현동),126.955276520811,37.5571046482647
권이비인후과의원,의원,"서울특별시 중랑구 망우로 203, 201호 (중화동, 동양엔파트상가)",127.075008982696,37.5939956436071
권이준한의원,한의원,"서울특별시 양천구 목동중앙북로7가길 61 (목동, 목동리치스퀘어)",126.86417522020332,37.54972817645763
권일호한의원,한의원,"서울특별시 도봉구 해등로 168, 2층 (쌍문동)",127.03804192683076,37.65741443978458
권장덕케이성형외과의원,의원,"서울특별시 강남구 논현로 857, 4층 (신사동, 계룡빌딩)",127.028099944398,37.5253452973989
권치과의원,치과의원,"서울특별시 강서구 금낭화로 93, 지상1층, 지하1층 (방화동)",126.811328294585,37.5738169243607
권치과의원,치과의원,"서울특별시 중랑구 면목로 259, 2층 (면목동)",127.0856516729,37.575951243905
권피부과의원,의원,서울특별시 중랑구 겸재로 178  (면목동),127.087205459165,37.588132346722
권피부과의원,의원,"서울특별시 구로구 구로중앙로 68, 313,314호 (구로동, 신안타워)",126.888807280468,37.495860314768
권한의원,한의원,"서울특별시 강남구 압구정로30길 12, 2층 (신사동)",127.029081289706,37.5267021492241
권혁철소아과의원,의원,"서울특별시 동작구 여의대방로 22, 2층 3호 (신대방동, 신대방우성)",126.91101766386974,37.49336099830659
권현민내과의원,의원,"서울특별시 양천구 목동남로4길 2, 203호 (신정동, 세양청마루2차 주상복합상가)",126.864535471682,37.508287498257
권희정정신건강의학과의원,의원,"서울특별시 성동구 왕십리로 320, W에비뉴타워 5층 502호 (도선동)",127.03437221242,37.5623299333488
강남더슬림의원,의원,"서울특별시 강남구 강남대로 488, 3층 (논현동, 대남빌딩)",127.0242618944,37.505899785
귀한성모이비인후과의원,의원,"서울특별시 강남구 강남대로 238, 스카이쏠라빌딩 2층 (도곡동)",127.034757121285,37.4849665053325
규림한의원,한의원,"서울특별시 중구 퇴계로 134, 5층 (남산동3가, 계림빌딩)",126.9865902746,37.5607256258
규림한의원,한의원,"서울특별시 노원구 동일로 1396, 중원빌딩 9층 1호 (상계동)",127.06131152233786,37.65324210257595
고운이치과의원,치과의원,"서울특별시 노원구 덕릉로60길 188, 2층 (월계동)",127.043874856644,37.6324624589666
규림한의원,한의원,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 5층 22호 (잠실동)",127.08418842973086,37.5120856031269
규장한의원,한의원,"서울특별시 성북구 동소문로 120, 3층 (동선동1가)",127.018398672357,37.5935007844555
강남아이린의원,의원,서울특별시 서초구 서초대로 397  (서초동),127.024516764632,37.4974340616184
규피부과의원,의원,서울특별시 강서구 양천로 556 (등촌동),126.86088467512964,37.5577712421823
귤나무한의원,한의원,"서울특별시 강서구 수명로 72, 2층 202호 (내발산동, 발산신성프라자)",126.8261275771,37.5524101042
그날성형외과의원,의원,"서울특별시 강남구 강남대로 408, YBM강남센터 10층 (역삼동)",127.027542011326,37.4992181985388
그녀의정원여성의원,의원,"서울특별시 강남구 언주로 303, 지하2층 (역삼동)",127.046076617416,37.4945790873823
경희부부한의원,한의원,서울특별시 양천구 목동로 185 (신정동),126.864233746536,37.5250035491352
그녀의헤어라인의원,의원,"서울특별시 강남구 논현로 826, 제이와이(JY빌딩) 4층 (신사동)",127.028546629528,37.5222271811671
그대를위한치과의원,치과의원,"서울특별시 강남구 테헤란로 339, 9층 (역삼동)",127.04859716148802,37.5048110738687
그대안에산부인과의원,의원,"서울특별시 강남구 테헤란로87길 13, 서영빌딩 1201호 (삼성동)",127.058591804414,37.5086333777282
그대안에산부인과의원,의원,"서울특별시 서대문구 신촌로 107, 5층 (창천동)",126.937870146746,37.555654725645
그대의봄여성의원,의원,"서울특별시 광진구 능동로 290, 삼일빌딩 2층 (능동)",127.078979184085,37.5555832993412
그라시움치과의원,치과의원,"서울특별시 강동구 고덕로 353, 고덕그라시움종합상가 2층 206,207호 (고덕동)",127.164510295845,37.557135101795
강남삼성성형외과의원,의원,"서울특별시 서초구 강남대로65길 1, 6층 (서초동, 효봉빌딩)",127.02596105082772,37.50051140347925
그랑메디의원,의원,"서울특별시 중구 명동7길 21, 명동아르누보센텀 406호 (을지로2가)",126.983858910559,37.5647312946952
그랑치과교정과치과의원,치과의원,"서울특별시 관악구 남부순환로 1817, 302,303호 (봉천동, Q타워)",126.952144384523,37.4816411686596
그래정신건강의학과의원,의원,"서울특별시 영등포구 양평로 20, 2층 (당산동6가)",126.904126080361,37.5331119475649
그래한의원,한의원,"서울특별시 강서구 마곡중앙6로 11, 보타닉파크타워3 213호 (마곡동)",126.828842430746,37.5609479484261
그랜드성모안과의원,의원,"서울특별시 강동구 올림픽로 654, 2층 1호 (천호동)",127.124139296588,37.5398393342528
고은빛소아청소년과의원,의원,"서울특별시 강동구 양재대로 1440, 남서울빌딩 (길동)",127.139139380301,37.534388953741
그랜드성형외과의원,의원,"서울특별시 강남구 논현로 841, 제이비 미소빌딩 6층 601호 (신사동)",127.027758806248,37.5239684663137
그랜드연합의원,의원,"서울특별시 관악구 난곡로 231, 2층 (신림동)",126.91662980846,37.4749389317143
그랜드피부과의원,의원,"서울특별시 송파구 오금로 506 (거여동, 일동빌딩 5층)",127.144857278038,37.4928147420064
그랜드한의원,한의원,"서울특별시 강남구 선릉로 515, 동인빌딩 3층 (역삼동)",127.048234981933,37.5054467914217
그랜트피부과의원,의원,"서울특별시 광진구 천호대로 549, 지타워 3층 (중곡동)",127.079226104632,37.5576984952347
그램한의원,한의원,"서울특별시 강남구 강남대로 526, 2층 (논현동)",127.022697143908,37.5091544358221
그레이스성형외과의원,의원,"서울특별시 서초구 강남대로 623, 4,5층 (잠원동)",127.018733121908,37.5174081481835
그레이스치과의원,치과의원,"서울특별시 강남구 테헤란로87길 25, 3층 (삼성동)",127.058220443241,37.5094488804302
그루정신건강의학과의원,의원,"서울특별시 마포구 양화로 165, 상진빌딩 6층 (동교동)",126.923616229663,37.5571306677663
그루터기치과의원,치과의원,"서울특별시 서초구 동작대로 118, 504호 (방배동, 예다인프라자)",126.982744496134,37.4870042036257
그루터기치과의원,치과의원,"서울특별시 강동구 올림픽로 787 (암사동, 태성프라자)",127.127723369224,37.5515454300024
그레이스셀강남병원,병원,"서울특별시 강남구 논현로2길 30, 지하1층~지상6층 (개포동)",127.0527305456,37.4730073326
그리니피부과의원,의원,"서울특별시 서초구 방배천로2길 5, 성지빌딩 2층 (방배동)",126.983158383368,37.4772064227939
그리다성형외과의원,의원,"서울특별시 강남구 강남대로 408, YBM강남센터 1201호 (역삼동)",127.027542011326,37.4992181985388
황제한의원,한의원,서울특별시 송파구 삼학사로 52 (석촌동),127.0971690406,37.5018906807
경원한의원,한의원,"서울특별시 노원구 화랑로 463, 3층 (공릉동)",127.07864989309346,37.61900519583562
그린나래산부인과의원,의원,"서울특별시 중구 퇴계로 447, 305호 (황학동, 황학 아크로타워)",127.021721835241,37.5660419798503
그린몰의원,의원,"서울특별시 강남구 도산대로 107, BIO, 5층일부, 7층, 8층일부 (신사동)",127.02010810325,37.5167802830689
그린몰치과의원,치과의원,"서울특별시 강남구 도산대로1길 13, ICT TOWER 1층 (신사동)",127.019820974605,37.5174732933875
그린미소마취통증의학과의원,의원,"서울특별시 은평구 통일로 825, 2층 (대조동)",126.922703769186,37.6170577040441
그린비치과의원,치과의원,"서울특별시 중랑구 동일로101길 63, 207호 (면목동, 한신아파트상가)",127.076312487076,37.5885435363865
그린서울치과의원,치과의원,"서울특별시 구로구 고척로 203, 2층 (고척동)",126.855831159177,37.505277661852
그린서울치과의원,치과의원,"서울특별시 마포구 백범로 90, 4층 (대흥동)",126.94153289043,37.5478426902479
그린소아과의원,의원,"서울특별시 관악구 신림로 169, 401호 (신림동, 영창빌딩)",126.933711993359,37.474237411225
그린소아청소년과의원,의원,"서울특별시 송파구 오금로32길 35, 2층 201호 (송파동)",127.119035919533,37.5032486675314
그린소아청소년과의원,의원,"서울특별시 강남구 영동대로137길 3, 2층 일부 (청담동)",127.055341903929,37.5217938336297
그린시카고치과의원,치과의원,"서울특별시 동작구 사당로 300, 2층 204,205호 (사당동, 이수자이상가)",126.980281616349,37.4843790909712
그린치과의원,치과의원,"서울특별시 성동구 동호로 100, 503호 (금호동3가, 두산아파트상가)",127.016422502899,37.5488792873374
그린치과의원,치과의원,"서울특별시 송파구 마천로 39, 5층 (방이동)",127.125249994339,37.5091303975855
그린치과의원,치과의원,"서울특별시 구로구 개봉로 9, 2층 (개봉동)",126.856174385024,37.4865393176791
훈훈한의원,한의원,서울특별시 강북구 오패산로30길 2 (미아동),127.03448113560002,37.6132240035
그린치과의원,치과의원,"서울특별시 은평구 갈현로 81, 3층 (역촌동)",126.910304423213,37.6053085057319
그린치과의원,치과의원,서울특별시 강북구 도봉로 381 (수유동),127.028561585582,37.6411270685711
그린필치과의원,치과의원,"서울특별시 동작구 국사봉길 2, 2층 (신대방동)",126.928393911783,37.498822636271
강남마디박사신경외과의원,의원,"서울특별시 강남구 선릉로 513, APEXTOWER 201호 (역삼동)",127.048303636953,37.5052784555922
그린한의원,한의원,"서울특별시 중구 퇴계로 58, 2층 (남창동)",126.97884468196776,37.55882158639072
그림성형외과의원,의원,"서울특별시 강남구 언주로 641, 펜트힐 루 논현 2층 219~226호 (논현동)",127.034870651956,37.5139309369117
극동치과의원,치과의원,"서울특별시 광진구 아차산로 552, 3층 (광장동, 극동아파트상가)",127.104250290998,37.5436567301031
근로복지공단서울의원,의원,"서울특별시 영등포구 국회대로 612, 코레일유통 사옥 20층 (당산동3가)",126.902053880256,37.5257951979369
근본정형외과의원,의원,"서울특별시 광진구 광나루로 517, B1~3층 (구의동)",127.086904029782,37.5452363459841
근본한의원,한의원,"서울특별시 구로구 신도림로19길 7, 성광빌딩 212호 (신도림동)",126.8844684974,37.5112013496
고선용산부인과의원,의원,"서울특별시 성동구 왕십리로 309, 407호 (행당동, 왕십리역이스타빌 )",127.034582633625,37.56137769867059
글램성형외과의원,의원,"서울특별시 강남구 도산대로 138, 4층 (논현동)",127.023786242369,37.5174322865518
글램외과의원,의원,"서울특별시 서초구 강남대로 483, 청호빌딩 2층 (반포동)",127.023648945463,37.5053254283579
글로리서울안과의원,의원,"서울특별시 서초구 서초대로74길 3, 글로리빌딩 2~6층 (서초동)",127.026200990619,37.4972246665738
글로리의원,의원,"서울특별시 강남구 봉은사로 207, KJ빌딩 3층 (논현동)",127.034665821539,37.5078448024619
글로리이비인후과의원,의원,"서울특별시 금천구 시흥대로 291 304동 252호 (독산동, 금천롯데캐슬골드파크3차)",126.89766223602182,37.460733649001874
글로리치과교정과치과의원,치과의원,"서울특별시 중랑구 망우로 421, 5층 (망우동)",127.098875267588,37.5998082859636
글로벌가정의학과의원,의원,"서울특별시 광진구 아차산로 546, 2층 (광장동)",127.101956879313,37.5429263103513
글로벌성형외과의원,의원,"서울특별시 강남구 언주로 846, 글로벌메디컬빌딩 8층 (신사동)",127.033726746181,37.525954523882
글로벌치과의원,치과의원,"서울특별시 용산구 이태원로 142-1, 3층 (이태원동)",126.989697279291,37.5339523956018
글로벌케어내과의원,의원,"서울특별시 강남구 언주로30길 39, 린스퀘어, 4층일부 (도곡동)",127.053214137263,37.4887462103566
글로비성형외과의원,의원,"서울특별시 강남구 논현로 843, EGI빌딩 5층,6층 (신사동)",127.027974583311,37.5243951301387
글로비지테라안티에이징의원,의원,"서울특별시 강남구 논현로 843, EGI빌딩 7층 (신사동)",127.027974583311,37.5243951301387
글로우의원,의원,"서울특별시 서초구 강남대로 337, 11층 (서초동)",127.029498295522,37.4930974581576
글로웰의원,의원,"서울특별시 영등포구 의사당대로1길 34, 302호 (여의도동, 인영빌딩)",126.930768470578,37.5200729816717
금강산한의원,한의원,"서울특별시 구로구 고척로27바길 6, 샘물빌딩 3층 (개봉동)",126.8455603342,37.5065905983
금강아산병원(재단법인 아산사회복지재단),병원,서울특별시 용산구 이촌로 318 (이촌동),126.98273008257,37.5176798435221
금강치과의원,치과의원,서울특별시 영등포구 도신로60길 8-1 (신길동),126.917023836033,37.5110854453652
금강한의원,한의원,서울특별시 서대문구 응암로 54 (북가좌동),126.91020396455656,37.57789043713552
금강한의원,한의원,"서울특별시 은평구 서오릉로 196, 2층 (갈현동, 구산빌딩)",126.9120408812,37.6138557843
금강한의원,한의원,"서울특별시 동작구 보라매로 99, 2층 (신대방동)",126.92776913583324,37.498200021064136
강남덴포유치과의원,치과의원,서울특별시 강남구 학동로 110 3층 (논현동,127.0230511584,37.5113637205
홍지희내과의원,의원,"서울특별시 송파구 올림픽로 240 (잠실동, 롯데마트 잠실점 5층)",127.098141751177,37.5113096112036
금강한의원,한의원,"서울특별시 노원구 노원로19길 23, 2층 205-7, 205-8호 (중계동)",127.069471525618,37.6446641839286
금강한의원,한의원,"서울특별시 동대문구 왕산로 109, 2층 (제기동, 한솔동의보감)",127.0359368959449,37.5786507269846
금강한의원,한의원,서울특별시 영등포구 디지털로53길 14-1 (대림동),126.9005507217326,37.49189481461369
금남경희한의원,한의원,"서울특별시 성동구 장터길 49, 1층 (금호동3가)",127.02138391231,37.5484317779326
금두꺼비한의원,한의원,"서울특별시 은평구 통일로 721, 3층 (대조동)",126.9299398504,37.6100115358
금맥한의원,한의원,"서울특별시 강서구 화곡로 176-4, 2층 (화곡동)",126.8411475017,37.5416589341
금문재한의원,한의원,"서울특별시 송파구 올림픽로35길 124, 장미아파트 에이상가 3층 1호 (신천동)",127.1007092383095,37.5173453453142
금문치과의원,치과의원,"서울특별시 노원구 노원로34길 116, 3층 (상계동)",127.1007092383095,37.5173453453142
금빛한의원,한의원,"서울특별시 성동구 마장로 137, 221동 지상1층 1-242호 (상왕십리동, 텐즈힐)",127.02373660949672,37.568549153416434
금섬한의원,한의원,"서울특별시 강남구 선릉로130길 20, 403~404호 (삼성동, 래미안삼성2차아파트 상가)",127.04271205420312,37.51652460395434
금성한의원,한의원,"서울특별시 종로구 자하문로7길 63, 101,202호 (누하동, 오리엔트빌)",126.96903467128004,37.580025246895445
금성한의원,한의원,"서울특별시 동대문구 사가정로25길 22-4, 1층 (장안동)",127.070615072414,37.5796614885561
금성한의원,한의원,"서울특별시 송파구 송이로 87, 2층 2호 (가락동)",127.12079511342094,37.49834054649493
금송아지한의원,한의원,"서울특별시 양천구 신정로13길 3, 102호 (신정동, 대우미래사랑)",126.84346619591597,37.5098560411005
금아치과의원,치과의원,"서울특별시 동작구 여의대방로 140, 6층 (대방동, 경원빌딩)",126.920623979833,37.4994703598285
금창현치과의원,치과의원,"서울특별시 강동구 천호대로 1033 (천호동, 강동빌딩)",127.126957954012,37.5378954041968
금천구보건소,보건소,"서울특별시 금천구 시흥대로73길 70, (시흥동,금천구보건소)",126.89502306376149,37.45664253298437
금천근본튼튼의원,의원,"서울특별시 금천구 금하로 705, (주)남성프라자 2층 (시흥동)",126.908361346757,37.4515708431855
금천대윤정형외과의원,의원,서울특별시 금천구 시흥대로 381 (독산동),126.897422719662,37.4676045529327
금천보스톤치과의원,치과의원,"서울특별시 금천구 금하로 720, 302호 (시흥동, 에벤에셀프라자)",126.909481684032,37.4504425566682
금천연세내과의원,의원,"서울특별시 금천구 독산로 210, 3층 (독산동)",126.902326071711,37.4657060429409
금천연세로이소아청소년과의원,의원,"서울특별시 금천구 시흥대로 291, 272호 (독산동, 금천롯데캐슬골드파크3차)",126.898214800488,37.45959659876923
금천연세마취통증의학과의원,의원,"서울특별시 금천구 금하로 701, 2,3층 (시흥동)",126.907969418473,37.451559906687
강남이룸안과의원,의원,"서울특별시 서초구 강남대로 349, 우남빌딩 4층 (서초동)",127.02884455715112,37.49390816556475
금천연세정형외과의원,의원,"서울특별시 금천구 금하로 720, 에벤에셀프라자 204호 (시흥동)",126.909481684032,37.4504425566682
금천연세치과의원,치과의원,"서울특별시 금천구 시흥대로 228, 2층 (시흥동)",126.901216447928,37.454225418124
금천이엔이치과의원,치과의원,"서울특별시 금천구 시흥대로73길 67, 408,409호 (시흥동)",126.895747370219,37.4559425553098
금천주내과의원,의원,"서울특별시 금천구 시흥대로73길 67, 엠메디컬타워 3층 303~307호 (시흥동)",126.895747370219,37.4559425553098
강남인플란트치과의원,치과의원,"서울특별시 강남구 테헤란로 327, 3층 (역삼동, 빅토리아빌딩)",127.0472244862,37.5044223963
금천캐슬치과의원,치과의원,"서울특별시 금천구 시흥대로 291, 금천롯데캐슬골드파크3차 260,261호 (독산동, 금천롯데캐슬골드파크3차)",126.896699156299,37.4599560487863
금천키다리정신건강의학과의원,의원,"서울특별시 금천구 시흥대로 403, 셈프레팜 902호 (독산동)",126.897489343069,37.4698086627095
금천하나의원,의원,"서울특별시 금천구 시흥대로 403, 5,6층 (독산동, 셈프레팜)",126.897489343069,37.4698086627095
